name,price,type,frequency_response,microphone,wireless,enclosure_type,color
Philips SHP9600MB/00,74.98,Supra-aural,"[12,35]",TRUE,FALSE,Open,Black
Patriot V360,39.99,Circumaural,,TRUE,FALSE,Closed,Black / Red
Beyerdynamic DT 880 Pro,209,Circumaural,"[5,35]",FALSE,FALSE,Semi-open,Gray
Sony MDR-ZX100/WHT,30.98,Supra-aural,"[12,22]",FALSE,FALSE,Closed,White
Sony WH1000XM4,348,Circumaural,"[20,20]",TRUE,TRUE,Closed,Silver
Asus TUF Gaming H5,109.57,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Gold
SteelSeries Arctis 7X,202.95,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black / Green
Sennheiser GSP 370,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black
JBL Quantum 600,149.94,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black
Anker Soundcore Life Q20,0,Circumaural,"[16,40]",TRUE,TRUE,Closed,Black
Razer A Bathing Ape Opus,159.99,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black / Green
Anker Soundcore Life Q35,109.99,Circumaural,"[16,40]",TRUE,TRUE,Closed,Blue
Sennheiser HD 598 CS,373.88,Circumaural,"[10,28]",FALSE,FALSE,Closed,Black / Silver
Asus ROG CETRA II,114.99,In Ear,"[20,40]",TRUE,FALSE,Closed,Black
Logitech G633 Artemis Spectrum,158.3,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Blue
Final B1,690,In Ear,,FALSE,FALSE,Closed,Copper / Black
Astro Logitech G A30 LIGHTSPEED (Playstation/PC),229.99,Circumaural,"[20,20]",TRUE,TRUE,Closed,White
Apple AirPods Max,479.99,Circumaural,,TRUE,TRUE,Closed,Silver
Razer Hammerhead Pro,0,In Ear,,TRUE,FALSE,Closed,Black / Green
Plantronics Rig 800HD,0,Circumaural,"[20,20]",TRUE,TRUE,Open,Black / Gold
Audio-Technica ATH-AD500X,79.98,Circumaural,"[5,25]",FALSE,FALSE,Open,Black
SteelSeries Arctis 9X,149.99,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black / Green
AOC GH200,24.99,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
HiFiMAN HE1000 Stealth,1399,Circumaural,"[8,65]",FALSE,FALSE,Open,Silver / Brown
Asus ROG Delta Core,0,Circumaural,"[20,40]",TRUE,FALSE,Closed,Black
Audeze Penrose X,299,Circumaural,"[10,50]",TRUE,TRUE,Closed,Black / Green
EKSA E900 PRO,49.99,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
JBL Quantum 200,59.95,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
EPOS H3PRO Hybrid,109.99,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black / Blue
HP HyperX Cloud Revolver S,0,Circumaural,"[12,28]",TRUE,FALSE,Closed,Silver
Apple Airpods 2nd Gen,99,In Ear,,TRUE,TRUE,Closed,White
iDeaUSA S409,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Blue
JBL Quantum 800,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black
Lenovo Legion H300,26.99,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Blue
Ergoguys 2924AVPS,13.21,Circumaural,"[40,18]",FALSE,FALSE,Closed,Black / White
Rosewill E-210-VL,6.99,Earbud,"[10,22]",TRUE,FALSE,Closed,Silver
AKG K612 PRO,186.37,Circumaural,"[12,39.5]",FALSE,FALSE,Open,Black / Silver
Panasonic RP-HC720-K,49.95,Circumaural,"[10,30]",FALSE,FALSE,Closed,Black
Sennheiser GSP 301,100.8,Circumaural,"[15,26]",TRUE,FALSE,Closed,Black / White
Razer Hammerhead Pro v2,0,In Ear,"[50,10]",TRUE,FALSE,Closed,Black / Green
Sony MDRE9LP/BLU,13.98,Earbud,"[18,22]",FALSE,FALSE,Closed,Blue / White
Corsair VOID PRO RGB (White/Black),0,Circumaural,"[20,20]",TRUE,TRUE,Closed,White / Black
GameMax G200,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
HP HyperX Cloud Flight S,0,Circumaural,"[10,22]",TRUE,TRUE,Closed,Black / Silver
FNATIC REACT,0,Circumaural,"[20,40]",FALSE,FALSE,Closed,Black / Silver
EPOS H3PRO Hybrid,109.99,Circumaural,"[20,20]",TRUE,TRUE,Closed,White / Gray
Superlux HD-681EVO,42.95,Circumaural,"[10,30]",FALSE,FALSE,Semi-open,Black
Adesso Xtream G1,27.35,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Blue
Sennheiser PC 350 SE,0,Circumaural,,TRUE,FALSE,Closed,Black
Beyerdynamic DT 880 Premium 250 Ohm,178,Circumaural,"[5,35]",FALSE,FALSE,Semi-open,Black / White
Razer Adaro,39.99,Circumaural,"[20,20]",FALSE,FALSE,Closed,Black / Green
MSI IMMERSE GH,47.86,Circumaural,"[29,20]",TRUE,FALSE,Closed,Black
Apple AirPods Pro 2nd Gen MagSafe USB-C,244.99,In Ear,,TRUE,TRUE,Closed,White
HP HyperX Cloud,0,Circumaural,"[15,25]",TRUE,FALSE,Closed,Black / Red
Razer NARI,155.94,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black / Green
Samsung Buds2 Pro,176.27,In Ear,,TRUE,TRUE,Closed,Black
Razer Kraken Pro 2015,205.26,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Green
Panasonic RP-HJE125-Z,9.99,Earbud,,FALSE,FALSE,Closed,Blue
Asus ROG Strix Fusion Wireless,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black
Bose QuietComfort 35 Series II,599,Circumaural,,TRUE,TRUE,Closed,Pink / White
SteelSeries Arctis Nova Pro Wireless for PS5 and PS4,347.99,Circumaural,"[10,40]",TRUE,TRUE,Closed,Black
Corsair HS55 SURROUND,69.98,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
AKG K702,158.8,Circumaural,"[10,39.8]",FALSE,FALSE,Open,Black / Silver
Logitech G733,139.99,Circumaural,"[20,20]",TRUE,TRUE,Closed,Blue
Syba CL-AUD63035,15.17,Circumaural,"[20,20]",TRUE,FALSE,Closed,Blue / White
HP HyperX Cloud II,0,Circumaural,"[15,25]",TRUE,FALSE,Closed,Black
Audio-Technica ATH-CK313MBPK,14.95,In Ear,"[20,23]",TRUE,FALSE,Closed,Pink / Black
Beyerdynamic T 5 p,699,Circumaural,"[5,50]",FALSE,FALSE,Closed,Black / Silver
Razer Electra V2 USB,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Green
Razer Kaira for Xbox,79.98,Circumaural,"[20,20]",TRUE,TRUE,Closed,White / Black
Astro Logitech G A30 LIGHTSPEED (Xbox/PC),0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Blue / Black
Corsair VOID PRO RGB USB (Black),0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Logitech G PRO,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
HP OMEN Mindframe,0,Circumaural,,TRUE,FALSE,Closed,Black / Red
HiFiMAN HE1000 V2,1399,Circumaural,"[8,65]",FALSE,FALSE,Open,Silver / Brown
Razer Kraken Kitty V2 Pro,195,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Asus ROG CENTURION,0,Circumaural,,TRUE,FALSE,Closed,Black
Corsair HS55 STEREO,49.99,Circumaural,"[20,20]",TRUE,FALSE,Closed,White / Gray
Superlux HD681,45.99,Circumaural,"[10,30]",FALSE,FALSE,Semi-open,Black / Red
Sony INZONE H3,98,Circumaural,"[10,20]",TRUE,FALSE,Closed,White / Black
Asus TUF Gaming H3,82.22,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
Logitech UE 900,399,In Ear,"[20,20]",FALSE,FALSE,Closed,Black / Blue
Plantronics .Audio 355,0.94,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Acer Predator Galea 500,369.48,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
AKG K712 PRO,295.49,Circumaural,"[10,39.8]",FALSE,FALSE,Open,Black / Orange
AKG K361,111,Circumaural,"[15,28]",FALSE,FALSE,Closed,Black
Denon AH-D400,0,Circumaural,"[5,37]",FALSE,FALSE,Closed,Black / Blue
Philips SHL5305BK/28,0,Supra-aural,"[18,21.6]",TRUE,FALSE,Closed,Black
Astro A50 + Base Station PS4,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black / Green
Corsair HS70 PRO,109.99,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black / Beige
Asus TUF GAMING x Demon Slayer L.E. Tanjiro Kamado,46.96,Circumaural,,TRUE,FALSE,Closed,Black / Green
EPOS H6PRO,99.99,Circumaural,"[20,20]",TRUE,FALSE,Open,White / Silver
Beyerdynamic DT990 Premium 32,169,Circumaural,"[5,35]",FALSE,FALSE,Open,Black / Silver
Razer Thresher For PS4,81.89,Circumaural,"[12,28]",TRUE,TRUE,Closed,Blue / Black
HP HyperX Cloud Stinger - PS5/PS4,29.99,Circumaural,"[18,23]",TRUE,FALSE,Closed,Black / Blue
EPOS H6PRO,99.99,Circumaural,"[20,20]",TRUE,FALSE,Open,Black / Blue
V-MODA CROSSFADE M-100 BLACK,473.4,Circumaural,"[5,30]",FALSE,FALSE,Closed,Black
Asus ROG Strix Wireless,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black / Red
Panasonic RP-HJE125-W,9.99,Earbud,"[10,24]",FALSE,FALSE,Closed,
HP HyperX Cloud Stinger,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black
HP HyperX Cloud Revolver,73.48,Circumaural,"[12,28]",TRUE,FALSE,Closed,Silver
Corsair VOID RGB ELITE,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,White
Corsair HS50 PRO STEREO,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Turtle Beach Elite Atlas Aero,0,Circumaural,"[12,20]",TRUE,FALSE,Closed,Black
Philips X3/00,149.99,Circumaural,"[5,40]",FALSE,FALSE,Open,Black
HiFiMAN HE1000se,0,Circumaural,"[8,65]",FALSE,FALSE,Open,Silver / Brown
Corsair HS80 RGB Purple Rune,0,Circumaural,"[20,40]",TRUE,TRUE,Closed,White / Purple
Anker Soundcore Life Q20,65.98,Circumaural,"[16,40]",TRUE,TRUE,Closed,Silver
Audio-Technica ATH-MSR7BK,249.98,Circumaural,"[5,40]",TRUE,FALSE,Closed,Black / Silver
Astro A10,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,White / Green
Koss Porta Pro Headset,72.98,Supra-aural,"[15,25]",TRUE,TRUE,Open,Black / Silver
AKG K271 MK II,155,Circumaural,"[16,28]",FALSE,FALSE,Closed,Black / Silver
Audio-Technica ATH-M70x,0,Circumaural,"[5,40]",FALSE,FALSE,Closed,Black / Silver
Audio-Technica SonicFuel CLR100iS,14.99,In Ear,"[20,25]",TRUE,FALSE,Closed,Black
Beyerdynamic DT 990,0,Circumaural,"[5,35]",FALSE,FALSE,Semi-open,Black / Silver
Turtle Beach X12,189,Circumaural,,TRUE,FALSE,Closed,Black / Green
JBL Quantum 300,49.95,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Samsung Buds2,119.99,In Ear,,TRUE,TRUE,Closed,Black
Astro A40,0,Circumaural,"[15,28]",TRUE,FALSE,Closed,Black
Razer Kraken Pro,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Green
Genius HS-02B,0,Supra-aural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Creative Labs ZEN AURVANA,0,In Ear,"[20,20]",FALSE,FALSE,Closed,Black
Asus STRIX 7.1,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Orange
Sony WHH900N/B,0,Circumaural,,FALSE,TRUE,Closed,Black
Astro Gaming A50 + Base Station,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Green / Black
Razer Opus,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black
Astro A20 Gen 2,104.21,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black / Green
SteelSeries Arctis 3 (2019),0,Circumaural,"[20,22]",TRUE,FALSE,Closed,White
Koss GMR-540-ISO,29.99,Circumaural,"[15,22]",TRUE,FALSE,Closed,Black / Red
HP HyperX Cloud Stinger Core - PS5/PS4,46.34,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Blue
JVC HARX900,49.2,Circumaural,"[7,26]",FALSE,FALSE,Closed,Black
HP HyperX CloudX Flight,119.75,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black / Green
HP HyperX Cloud Alpha - TimTheTatman Edition,74.98,Circumaural,"[13,27]",TRUE,FALSE,Closed,Black / Yellow
Anker Soundcore Life Q35,109.99,Circumaural,"[16,40]",TRUE,TRUE,Closed,Pink
EPOS H6PRO,99.99,Circumaural,"[20,20]",TRUE,FALSE,Open,Green / Gold
Gear Head AU3700S,38.99,Supra-aural,,TRUE,FALSE,Closed,Black
ROCCAT SYVA,0,Earbud,"[20,20]",TRUE,FALSE,Closed,Black / Blue
Skullcandy S6AGDZ-150,0,Circumaural,"[18,20]",FALSE,FALSE,Closed,Red / Amber
Lenovo Legion H500 Pro,59.99,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Blue
Creative Labs Aurvana Live! SE,46.99,Circumaural,"[10,30]",FALSE,FALSE,Closed,Black
MSI Immerse GH61,0,Circumaural,"[29,40]",TRUE,FALSE,Closed,Black
Koss GMR-545-AIR,29.99,Circumaural,"[15,22]",TRUE,FALSE,Open,Black / Red
Asus TUF Gaming H7,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Gray
Logitech H540,32.99,Supra-aural,,TRUE,FALSE,Closed,Black / Blue
Cyber Acoustics AC-202B,16.98,Supra-aural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Syba CM-502,16.3,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Creative Labs Sound Blaster Tactic3D Fury,29.99,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
Sennheiser HD 4.50 BTNC,0,Circumaural,"[18,22]",TRUE,TRUE,Closed,
HiFiMAN HE560,899,Circumaural,"[15,50]",FALSE,FALSE,Open,Black / Brown
Shure SRH840A,149,Circumaural,"[5,25]",FALSE,FALSE,Closed,Black / Gold
Sony MDR-RF985RK,0,Circumaural,"[10,220]",FALSE,TRUE,Closed,Black
Astro A40 + MixAmp Pro - Black,0,Circumaural,"[15,28]",TRUE,FALSE,Closed,Black / White
Astro A50 - Black,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black
Corsair VOID PRO RGB USB (White/Black),0,Circumaural,"[20,20]",TRUE,FALSE,Closed,White / Black
Panasonic RP-HJE125-D,9.72,Earbud,,FALSE,FALSE,Closed,Orange
Corsair HS60 Surround (Black),0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
SHARKOON SKILLER SGH1,44.96,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Blue
DROP MASSDROP X KOSS KSC75X,0,Supra-aural,"[15,25]",FALSE,FALSE,Open,Black
Meze Audio 99 Neo,199,Circumaural,"[15,25]",FALSE,FALSE,Closed,Black
HiFiMAN Edition X V2,0,Circumaural,"[8,50]",FALSE,FALSE,Open,Black / Silver
Corsair HS65,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,White
Focal Clear,0,Circumaural,"[5,28]",FALSE,FALSE,Open,Gray
Anker Soundcore Life Q20,65.98,Circumaural,"[16,40]",TRUE,TRUE,Closed,Blue
Anker Soundcore Life Q30,85.99,Circumaural,"[16,40]",TRUE,TRUE,Closed,Pink
Sennheiser HD 4.40BT,0,Circumaural,"[18,22]",TRUE,TRUE,Closed,Black
Razer Tiamat 7.1 V2,79.98,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Logitech G233 PRODIGY,59.99,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Blue
AKG K371,158,Circumaural,"[5,40]",FALSE,FALSE,Closed,Black
Apple AirPods Pro 2nd Gen MagSafe,219,In Ear,,TRUE,TRUE,Closed,White
Sony MDRDS6500,199.95,Circumaural,"[12,22]",FALSE,TRUE,Closed,Black / Silver
Zalman HPS200,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Sennheiser URBANITE XL WIRELESS,199.99,Circumaural,,TRUE,TRUE,Closed,Black / White
HP HyperX Cloud Core,0,Circumaural,"[15,25]",TRUE,FALSE,Closed,Black / Red
Sennheiser PC 5 CHAT,20.64,Supra-aural,"[42,17]",TRUE,FALSE,Closed,Black
Corsair HS55 WIRELESS CORE,99.99,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black
Sennheiser RS 195,293,Circumaural,"[17,22]",FALSE,TRUE,Closed,Black / Silver
Plantronics Plantronics Voyager Focus UC,152.21,Supra-aural,,TRUE,TRUE,Closed,Black
SteelSeries Arctis 1,46,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
EPOS H6PRO,99.99,Circumaural,"[20,20]",TRUE,FALSE,Closed,Green / Gold
Samsung Buds2,119.99,In Ear,,TRUE,TRUE,Closed,White
Logitech H340,20.61,Supra-aural,"[20,20]",TRUE,FALSE,Closed,Black
Koss 184515,13.98,Supra-aural,,FALSE,FALSE,Closed,Black
Corsair HS50,219.92,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Green
Sennheiser PC 363D,0,Circumaural,"[15,28]",TRUE,FALSE,Open,Black
SteelSeries 3H,0,Circumaural,"[10,27]",TRUE,FALSE,Closed,Black
Pyle Audio PHPMCU10,20.46,Supra-aural,,TRUE,FALSE,Closed,Black / Silver
Razer KRAKEN 7.1 CHROMA,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Multicolor
Turtle Beach Recon 320,90.78,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
Corsair VOID Special Edition Yellowjacket,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black / Yellow
Razer ManO'War,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black
Razer Kraken Pro 2015,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,White
Corsair VOID PRO Surround (Black),0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Cooler Master MH752,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Astro Gaming A40 TR + MixAmp Pro TR,0,Circumaural,"[20,24]",TRUE,FALSE,Closed,White / Gray
Tempest Warrior RGB,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Red / Black
Corsair HS55 SURROUND,49.99,Circumaural,"[20,20]",TRUE,FALSE,Closed,White / Gray
HP HyperX Cloud Stinger Core - Wireless Xbox,74.06,Circumaural,"[10,21]",TRUE,TRUE,Closed,Gray / Green
Razer Kaira for PlayStation,99.99,Circumaural,"[20,20]",TRUE,TRUE,Closed,White / Black
Philips Performance PH805BK,59,Circumaural,,TRUE,TRUE,Closed,Black
EPOS H3PRO Hybrid,109.99,Circumaural,"[20,20]",TRUE,TRUE,Closed,Green / Gold
AOC GH401,59.99,Circumaural,"[20,20]",TRUE,TRUE,Closed,Red / Black
Syba CL-AUD63033,10.99,Circumaural,"[20,20]",TRUE,FALSE,Closed,White / Silver
Avantree Audition,49.99,Circumaural,"[20,20]",FALSE,TRUE,Closed,Black / Red
Acer Predator Galea 350,99.46,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Audio-Technica ATH-GDL3,129,Circumaural,"[10,35]",TRUE,FALSE,Open,Black / Blue
Behringer HPX4000,25,Circumaural,,FALSE,FALSE,Closed,Black
SteelSeries Siberia v3,89.99,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Corsair HS70,169.99,Circumaural,,TRUE,TRUE,Closed,Black
Beyerdynamic DT 880 Premium 600 Ohm,0,Circumaural,"[5,35]",FALSE,FALSE,Semi-open,Black / Silver
Corsair HS35,53.99,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
Anker Soundcore Life Q30,85.99,Circumaural,"[16,40]",TRUE,TRUE,Closed,Blue
Razer Kaira Pro for Xbox,89.95,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black / Green
Razer Kaira for Xbox,70,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black / Green
Shure SRH440A,99,Circumaural,"[10,22]",FALSE,FALSE,Closed,Black
MSI DS501,41.35,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
ROCCAT Syn Max Air,149.99,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black
Sennheiser HD 380 Pro,0,Circumaural,"[8,27]",FALSE,FALSE,Closed,Black
Logitech G230,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
Koss PortaPro,39.99,Supra-aural,"[15,25]",FALSE,FALSE,Open,Black / Blue
Philips SHE3590BL/10,0,In Ear,"[12,23.5]",TRUE,FALSE,Closed,Blue / White
Sennheiser PC 8,29.93,Supra-aural,,TRUE,FALSE,Closed,Black
Monoprice Monolith M1060,269.99,Circumaural,"[10,50]",FALSE,FALSE,Open,Black / Brown
Corsair VOID RGB ELITE,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Asus TUF Gaming H7 Wireless,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black / Yellow
Asus TUF Gaming H3,88.98,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Razer Kaira Pro for PlayStation,170.13,Circumaural,"[20,20]",TRUE,TRUE,Closed,White / Black
Razer Kraken,0,Circumaural,"[20,20]",FALSE,FALSE,Closed,Green / Black
Sony MDR-X05/RB,0,Supra-aural,"[4,24]",FALSE,FALSE,Closed,Black / Red
Sony MDR-ZX100/BLK,0,Supra-aural,"[12,22]",FALSE,FALSE,Closed,Black
Sony MDR-XB800,0,Supra-aural,"[3,28]",FALSE,FALSE,Closed,Black / Silver
Astro A40,0,Circumaural,"[15,28]",TRUE,FALSE,Closed,Black / White
Koss CS95,16.03,Supra-aural,"[30,16]",TRUE,FALSE,Closed,Black / Silver
Cyber Acoustics AC-840,16.98,Supra-aural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Razer Kraken,0,Circumaural,"[20,20]",FALSE,FALSE,Closed,Black
Beyerdynamic MMX 300,0,Circumaural,"[5,30]",TRUE,FALSE,Closed,Black
Koss UR/10,16.99,Supra-aural,"[60,20]",FALSE,FALSE,Closed,Black / Silver
Logitech H111,20.98,Supra-aural,"[20,20]",TRUE,FALSE,Closed,Black
Audio-Technica ATH-E40,99,In Ear,"[20,20]",FALSE,FALSE,Closed,Black
Corsair VOID PRO Surround (Black/Red),0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
Corsair HS60,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / White
Audeze Mobius,0,Circumaural,"[10,50]",TRUE,TRUE,Closed,Black
Final E5000,259,Earbud,,FALSE,FALSE,Closed,Silver / Black
Skullcandy Hesh 3,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,White
Sony MDR-ZX310B,53.21,Supra-aural,"[10,24]",FALSE,FALSE,Closed,Black
Final VR3000 for Gaming,79,In Ear,,FALSE,FALSE,Closed,Black
Asus TUF Gaming H7,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Yellow
Razer Kaira Pro for Xbox,0,Circumaural,"[20,20]",TRUE,TRUE,Closed,White / Black
Corsair HS80 RGB Ethereal Blue,0,Circumaural,"[20,40]",TRUE,TRUE,Closed,White / Blue
EPOS H6PRO,99.99,Circumaural,"[20,20]",TRUE,FALSE,Closed,White / Silver
Apple AirPods Max,499,Circumaural,,TRUE,TRUE,Closed,Green
Corsair HS50,123.05,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Gray
Asus TUF GAMING x Demon Slayer L.E. Nezuko Kamado,86.34,Circumaural,,TRUE,FALSE,Closed,Pink / White
LucidSound LS41,172,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black
Thermaltake Level 10 M,49.99,Circumaural,"[10,22]",TRUE,FALSE,Closed,Black / Red
SteelSeries TUSQ,36.28,In Ear,"[20,20]",TRUE,FALSE,Closed,
Philips SHE3595PK/28,9.28,In Ear,,TRUE,FALSE,Closed,Pink / White
Razer Kraken Forged,99.99,Circumaural,"[20,20]",FALSE,FALSE,Closed,Black / Silver
Audio-Technica ATH-PG1,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Gold
Panasonic RP-HJE125-A,9.49,Earbud,,FALSE,FALSE,Closed,Blue
Audeze Penrose PS,229,Circumaural,"[10,50]",TRUE,TRUE,Closed,Black / Blue
AOC GH300,36.47,Circumaural,"[20,20]",TRUE,FALSE,Closed,Red / Black
Razer Thresher For Xbox One,79.95,Circumaural,"[12,28]",TRUE,TRUE,Closed,Black / Green
Sennheiser OCX685I,133.99,In Ear,"[18,20]",FALSE,FALSE,Closed,Black / Blue
Sony MDRNC200D,179.95,Supra-aural,"[8,23]",FALSE,FALSE,Closed,Black
Sony MDRE9LP/BLK,13.98,Earbud,"[18,22]",TRUE,FALSE,Closed,Black
Shure SRH440,99,Circumaural,"[10,22]",FALSE,FALSE,Closed,Black
Syba CL-AUD63032,19.95,Circumaural,"[20,20]",TRUE,FALSE,Closed,White / Purple
Razer Kraken Forged,99.99,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Syba CL-AUD63089,19.98,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / White
Audio-Technica ATH-PDG1,159.97,Circumaural,"[20,20]",TRUE,FALSE,Open,Black / Red
Astro A50,0,Circumaural,"[20,21]",TRUE,TRUE,Closed,Black / Blue
Corsair HS60 PRO SURROUND,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Yellow
Final E1000,29.99,Earbud,,FALSE,FALSE,Closed,Black
Corsair HS35,53.99,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Blue
Sennheiser HD 25-1 II,0,Supra-aural,"[16,22]",FALSE,FALSE,Closed,Black
Ergoguys 2800-BL,0,Supra-aural,"[20,19]",FALSE,FALSE,Closed,Black / Blue
Razer Carcharias,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Turtle Beach Ear Force XP300,222.99,Circumaural,"[20,20]",TRUE,TRUE,Closed,Black / Green
Beyerdynamic DT 770 PRO HT,0,Circumaural,"[5,35]",FALSE,FALSE,Closed,Black / Silver
Cyber Acoustics AC-201,16.88,Supra-aural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Cyber Acoustics AC851B,17.98,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Shure SRH840,0,Circumaural,"[5,25]",FALSE,FALSE,Closed,Black
Razer Kraken,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Green
Ergoguys 3066AV,0,Circumaural,"[20,19]",TRUE,FALSE,Closed,Black / White
Ingram Micro Jabra UC Voice 550 MS Duo,0,Supra-aural,,TRUE,FALSE,Closed,Black / Silver
Koss CS-100,21.38,Supra-aural,,TRUE,FALSE,Closed,Black / Silver
Shure SE425-CL,269,In Ear,"[20,19]",FALSE,FALSE,Closed,Transparent
RCA HP5042,17.17,Supra-aural,"[20,20]",FALSE,FALSE,Semi-open,Black / Gray
Syba OG-AUD63072,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
ROCCAT Kave,0,Circumaural,,TRUE,FALSE,Closed,Black
Shure SE215,0,In Ear,"[22,17.5]",FALSE,FALSE,Closed,Translucent Black
Sony MDR10RBLK,408.44,Circumaural,"[5,40]",TRUE,FALSE,Closed,Black / Silver
ARCTIC P253 BT,0,Supra-aural,"[18,22]",TRUE,TRUE,Closed,Black / Silver
Bose 715593-0010,0,In Ear,,FALSE,FALSE,Closed,Black / Clear
