name,price,capacity,price_per_gb,type,form_factor,interface
ADATA XPG SX8200 Pro,47.9,512,0.094,SSD,M.2-2280,M.2 PCIe 3.0 X4
Samsung 970 Pro,189.99,512,0.371,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue,233.26,4000,0.058,SSD,2.5,SATA 6.0 Gb/s
PNY CS1030,26.85,500,0.054,SSD,M.2-2280,M.2 PCIe 3.0 X4
Crucial P5 Plus W/Heatsink,109,2000,0.054,SSD,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue,104.95,6000,0.017,5400,3.5,SATA 6.0 Gb/s
Inland Performance Plus,839.99,8000,0.105,SSD,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power XS70,199.99,4000,0.05,SSD,M.2-2280,M.2 PCIe 4.0 X4
Samsung 960 Evo,59,250,0.236,SSD,M.2-2280,M.2 PCIe 3.0 X4
Samsung 850 Evo,128.99,1000,0.129,SSD,2.5,SATA 6.0 Gb/s
ADATA Ultimate SU650,15.16,120,0.126,SSD,2.5,SATA 6.0 Gb/s
Silicon Power P34A60,42.99,1000,0.043,SSD,M.2-2280,M.2 PCIe 3.0 X4
Toshiba MG04ACA600E,79.98,6000,0.013,7200,3.5,SATA 6.0 Gb/s
Kingston A2000,,500,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Solidigm P41 Plus,28.99,500,0.058,SSD,M.2-2280,M.2 PCIe 4.0 X4
Samsung 860 QVO,119.99,1000,0.12,SSD,2.5,SATA 6.0 Gb/s
SanDisk SSD PLUS,23.99,240,0.1,SSD,2.5,SATA 6.0 Gb/s
Western Digital SE,38.98,2000,0.019,7200,3.5,SATA 6.0 Gb/s
Samsung 960 Pro,589.99,2000,0.295,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate FireCuda 540,179.99,1000,0.18,SSD,M.2-2280,M.2 PCIe 5.0 X4
Seagate IronWolf Pro NAS,229.99,12000,0.019,7200,3.5,SATA 6.0 Gb/s
Samsung 860 Evo,339.99,4000,0.085,SSD,2.5,SATA 6.0 Gb/s
Western Digital Blue,35,1000,0.035,7200,3.5,SATA 6.0 Gb/s
Gigabyte AORUS,,8000,,SSD,PCIe,PCIe x16
Mushkin Vortex Redline,53.99,1000,0.054,SSD,M.2-2280,M.2 PCIe 4.0 X4
Seagate Exos X18,284.99,16000,0.018,7200,3.5,SATA 6.0 Gb/s
ADATA XPG SPECTRIX S40G RGB,65,1000,0.065,SSD,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power SU128GBSS3A55S25AE,18.99,128,0.148,SSD,2.5,SATA 6.0 Gb/s
Samsung 970 Evo,152.99,2000,0.076,SSD,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power A55,20.55,128,0.161,SSD,2.5,SATA 6.0 Gb/s
Kingston NV1,54.99,1000,0.055,SSD,M.2-2280,M.2 PCIe 3.0 X4
Inland Performance Plus,69.98,1000,0.07,SSD,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda Pro,209.99,10000,0.021,7200,3.5,SATA 6.0 Gb/s
Western Digital WD_BLACK,171,6000,0.029,7200,3.5,SATA 6.0 Gb/s
PNY CS1031,130.64,2000,0.065,SSD,M.2-2280,M.2 PCIe 3.0 X4
Lexar NM620,45.98,1000,0.046,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda,71.08,2000,0.036,5400,2.5,SATA 6.0 Gb/s
Corsair MP600,109.99,2000,0.055,SSD,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue,13.99,320,0.044,5400,2.5,SATA 6.0 Gb/s
Lexar NS100,48.99,1000,0.049,SSD,2.5,SATA 6.0 Gb/s
Western Digital Red Plus,157.18,8000,0.02,5640,3.5,SATA 6.0 Gb/s
HP EX900 Plus,,2000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP MP44,99.99,2000,0.05,SSD,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda Q5,48.49,1000,0.048,SSD,M.2-2280,M.2 PCIe 3.0 X4
Intel DC P3600,1850,800,2.312,SSD,PCIe,PCIe x4
Kingston KC600,32.97,256,0.129,SSD,2.5,SATA 6.0 Gb/s
Micron 1100,199,2000,0.099,SSD,2.5,SATA 6.0 Gb/s
TEAMGROUP CX2,77.99,2000,0.039,SSD,2.5,SATA 6.0 Gb/s
ADATA Legend 710,47,1000,0.047,SSD,M.2-2280,M.2 PCIe 3.0 X4
SK Hynix Gold P31,116.95,2000,0.058,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Purple Pro,449.99,22000,0.02,7200,3.5,SATA 6.0 Gb/s
Lexar NS100,,2000,,SSD,2.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen5 12000,155.99,1000,0.156,SSD,M.2-2280,M.2 PCIe 5.0 X4
Seagate BarraCuda,109.99,6000,0.018,5400,3.5,SATA 6.0 Gb/s
Western Digital Red Plus,88.89,4000,0.022,5400,3.5,SATA 6.0 Gb/s
Corsair MP600 PRO LPX,289.99,4000,0.072,SSD,M.2-2280,M.2 PCIe 4.0 X4
Gigabyte AORUS Gen4,119.99,2000,0.06,SSD,M.2-2280,M.2 PCIe 4.0 X4
Samsung 970 Pro,239,1000,0.239,SSD,M.2-2280,M.2 PCIe 3.0 X4
Toshiba MQ01ABD050,16,500,0.032,5400,2.5,SATA 3.0 Gb/s
Samsung 850 Pro,135,256,0.527,SSD,2.5,SATA 6.0 Gb/s
Seagate Barracuda Compute,58.99,2000,0.029,7200,3.5,SATA 6.0 Gb/s
Sabrent Rocket,69.98,1000,0.07,SSD,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP AX2,77.98,2000,0.039,SSD,2.5,SATA 6.0 Gb/s
Leven JS600,142.99,4000,0.036,SSD,2.5,SATA 6.0 Gb/s
Western Digital WDBSLA0040HNC-NRSN,72.22,4000,0.018,7200,3.5,SATA 6.0 Gb/s
Corsair MP600 PRO LPX,129.99,2000,0.065,SSD,M.2-2280,M.2 PCIe 4.0 X4
Toshiba DT01ACA200,,2000,,7200,3.5,SATA 6.0 Gb/s
Samsung 960 Evo,111.82,500,0.224,SSD,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power A80,92.97,2000,0.046,SSD,M.2-2280,M.2 PCIe 3.0 X4
PNY CS1030,45.99,1000,0.046,SSD,M.2-2280,M.2 PCIe 3.0 X4
Acer Predator GM7000,60,1000,0.06,SSD,M.2-2280,M.2 PCIe 4.0 X4
Kingston NV1,61.98,500,0.124,SSD,M.2-2280,M.2 PCIe 3.0 X4
Samsung 970 Evo,44.99,250,0.18,SSD,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP MP44,799.99,8000,0.1,SSD,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Green,49.99,1000,0.05,SSD,2.5,SATA 6.0 Gb/s
Crucial P2,94.95,2000,0.047,SSD,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP MP33 PRO,75.98,2000,0.038,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate Surveillance HDD,,1000,,5400,3.5,SATA 6.0 Gb/s
KIOXIA EXCERIA,97.99,1000,0.098,SSD,M.2-2280,M.2 PCIe 3.0 X4
PNY CS2241,52.99,1000,0.053,SSD,M.2-2280,M.2 PCIe 4.0 X4
Intel D3-S4610,746,7680,0.097,SSD,2.5,SATA 6.0 Gb/s
Western Digital Red Plus,79.99,4000,0.02,5400,3.5,SATA 6.0 Gb/s
Patriot P300,29.99,512,0.059,SSD,M.2-2280,M.2 PCIe 3.0 X4
ADATA Legend 960,111.06,2000,0.056,SSD,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Black AN1500,599.92,4000,0.15,SSD,PCIe,PCIe x8
Western Digital Blue,30,500,0.06,SSD,M.2-2280,M.2 SATA
Intel P3700,1850,1600,1.156,SSD,PCIe,PCIe x4
TEAMGROUP T-Force Vulcan Z,70.98,2000,0.035,SSD,2.5,SATA 6.0 Gb/s
SanDisk SSD PLUS,99.99,2000,0.05,SSD,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar He8,1087,8000,0.136,7200,3.5,SATA 6.0 Gb/s
Seagate FireCuda,240.99,8000,0.03,7200,3.5,SATA 6.0 Gb/s
Western Digital Green SN350,26.99,240,0.112,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Red Pro,379.7,20000,0.019,7200,3.5,SATA 6.0 Gb/s
Western Digital Red Pro,330.38,18000,0.018,7200,3.5,SATA 6.0 Gb/s
Western Digital WD_BLACK,149.51,6000,0.025,7200,3.5,SATA 6.0 Gb/s
Kingston Fury Renegade,58.69,500,0.117,SSD,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 PRO XT,74.98,1000,0.075,SSD,M.2-2280,M.2 PCIe 4.0 X4
MSI SPATIUM M371,79.98,2000,0.04,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black SN850,449.99,2000,0.225,SSD,M.2-2280,M.2 PCIe 4.0 X4
Western Digital AV-GP,24.98,1000,0.025,5400,3.5,SATA 6.0 Gb/s
PNY CS900,23.13,240,0.096,SSD,2.5,SATA 6.0 Gb/s
Seagate SkyHawk Surveillance,91.99,4000,0.023,7200,3.5,SATA 6.0 Gb/s
Klevv CRAS C710,39.99,1000,0.04,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue SA510,54.99,1000,0.055,SSD,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Cardea A440 Pro,94.99,2000,0.047,SSD,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 PRO NH,299.99,4000,0.075,SSD,M.2-2280,M.2 PCIe 4.0 X4
Integral M2,,1024,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda Pro Compute,47.99,1000,0.048,7200,2.5,SATA 6.0 Gb/s
Western Digital Red Pro,319.99,16000,0.02,7200,3.5,SATA 6.0 Gb/s
Gigabyte GP-GSM2NE3256GNTD,24.52,256,0.096,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf NAS,199.99,12000,0.017,7200,3.5,SATA 6.0 Gb/s
Western Digital AV-GP,32.35,2000,0.016,5400,3.5,SATA 6.0 Gb/s
ADATA XPG SPECTRIX S40G RGB,99.99,2000,0.05,SSD,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP MS30,17.98,256,0.07,SSD,M.2-2280,M.2 SATA
Solidigm P44 Pro,48.99,512,0.096,SSD,M.2-2280,M.2 PCIe 4.0 X4
Intel 660p,79.98,512,0.156,SSD,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket 4 Plus G,149.99,2000,0.075,SSD,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 GS,112.99,2000,0.056,SSD,M.2-2280,M.2 PCIe 4.0 X4
Western Digital VelociRaptor,46.92,1000,0.047,10000,2.5,SATA 6.0 Gb/s
PNY CS900,19.51,120,0.163,SSD,2.5,SATA 6.0 Gb/s
MSI SPATIUM M390,89.99,1000,0.09,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue SN580,34.99,500,0.07,SSD,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue SA510,109.99,2000,0.055,SSD,2.5,SATA 6.0 Gb/s
Leven JPS800,79.98,2000,0.04,SSD,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red Plus,259.99,14000,0.019,7200,3.5,SATA 6.0 Gb/s
Seagate FireCuda,204.98,2000,0.102,,2.5,SATA 6.0 Gb/s
TEAMGROUP QX,139.99,4000,0.035,SSD,2.5,SATA 6.0 Gb/s
Western Digital Red Plus,129.99,6000,0.022,5400,3.5,SATA 6.0 Gb/s
Acer FA100,69.98,2000,0.035,SSD,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP600 Force Series Gen4,,1000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket 4 Plus G,399.99,4000,0.1,SSD,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda Q5,31,500,0.062,SSD,M.2-2280,M.2 PCIe 3.0 X4
Patriot P210,18.22,256,0.071,SSD,2.5,SATA 6.0 Gb/s
PNY CS2230,30.99,500,0.062,SSD,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP GX2,27.99,512,0.055,SSD,2.5,SATA 6.0 Gb/s
HP EX900,,500,,SSD,M.2-2280,M.2 PCIe 3.0 X4
PNY CS1031,82.92,1000,0.083,SSD,M.2-2280,M.2 PCIe 3.0 X4
Kingston SSDNow V300,63,120,0.525,SSD,2.5,SATA 6.0 Gb/s
Crucial P1,,500,,SSD,M.2-2280,M.2 PCIe 3.0 X4
PNY CS2230,47.99,1000,0.048,SSD,M.2-2280,M.2 PCIe 3.0 X4
Toshiba X300,108.99,4000,0.027,7200,3.5,SATA 6.0 Gb/s
MSI SPATIUM M480 PRO,129.99,2000,0.065,SSD,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue,36.99,1000,0.037,5400,2.5,SATA 6.0 Gb/s
Intel Optane P1600X,70.98,118,0.602,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda,110,4000,0.028,5400,2.5,SATA 6.0 Gb/s
Western Digital Black SN750 SE,109.99,1000,0.11,SSD,M.2-2280,M.2 PCIe 4.0 X4
SanDisk SSD PLUS,32.49,480,0.068,SSD,2.5,SATA 6.0 Gb/s
Western Digital Red,109.99,6000,0.018,5400,3.5,SATA 6.0 Gb/s
Western Digital Blue,54.99,3000,0.018,5400,3.5,SATA 6.0 Gb/s
KingSpec NX-2280,,512,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black SN850,81.5,500,0.163,SSD,M.2-2280,M.2 PCIe 4.0 X4
Intel 660p,125,2048,0.061,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate Exos X14,212,12000,0.018,7200,3.5,SATA 6.0 Gb/s
Samsung 840 Evo,141.99,250,0.568,SSD,2.5,SATA 6.0 Gb/s
TEAMGROUP MP44,225.53,4000,0.056,SSD,M.2-2280,M.2 PCIe 4.0 X4
Seagate ST500LM021,18.44,500,0.037,7200,2.5,SATA 6.0 Gb/s
Seagate Surveillance HDD,304.45,8000,0.038,7200,3.5,SATA 6.0 Gb/s
Seagate Enterprise,59.99,6000,0.01,7200,3.5,SAS 12.0 Gb/s
Gigabyte AORUS Gen4 7300,263,2000,0.132,SSD,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda,53,1000,0.053,5400,2.5,SATA 6.0 Gb/s
Seagate IronWolf Pro,349.99,20000,0.017,7200,3.5,SATA 6.0 Gb/s
Western Digital Blue,,250,,SSD,2.5,SATA 6.0 Gb/s
Seagate FireCuda,169.23,4000,0.042,7200,3.5,SATA 6.0 Gb/s
Western Digital Red,75.98,3000,0.025,5400,3.5,SATA 6.0 Gb/s
Intel 660p,74.95,1000,0.075,SSD,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Cardea Z44L,30.99,500,0.062,SSD,M.2-2280,M.2 PCIe 4.0 X4
Inland Performance Plus,134.99,2000,0.067,SSD,M.2-2280,M.2 PCIe 4.0 X4
Samsung 960 Evo,149.99,1000,0.15,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf Pro,146.99,6000,0.024,7200,3.5,SATA 6.0 Gb/s
Seagate EXOS Enterprise,239.99,14000,0.017,7200,3.5,SATA 6.0 Gb/s
MSI SPATIUM M480 PRO,249.99,4000,0.062,SSD,M.2-2280,M.2 PCIe 4.0 X4
Patriot P210,28.99,512,0.057,SSD,2.5,SATA 6.0 Gb/s
Western Digital Black AN1500,189.99,1000,0.19,SSD,PCIe,PCIe x8
Patriot P210,46.99,1000,0.047,SSD,2.5,SATA 6.0 Gb/s
Seagate Barracuda Compute,76.48,3000,0.025,5400,3.5,SATA 6.0 Gb/s
Seagate Surveillance HDD,,2000,,5900,3.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S70 Blade,284.14,4000,0.071,SSD,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power P34A80,54.97,1000,0.055,SSD,M.2-2280,M.2 PCIe 3.0 X4
Intel 730,1033.81,240,4.308,SSD,2.5,SATA 6.0 Gb/s
Western Digital Caviar Green,49.99,1000,0.05,5400,3.5,SATA 6.0 Gb/s
Seagate IronWolf Pro,319.99,18000,0.018,7200,3.5,SATA 6.0 Gb/s
Toshiba X300,149.99,8000,0.019,7200,3.5,SATA 6.0 Gb/s
Corsair MP600 PRO NH,74.99,1000,0.075,SSD,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda 530 w/Heatsink,336.84,4000,0.084,SSD,M.2-2280,M.2 PCIe 4.0 X4
KIOXIA EXCERIA,64.7,500,0.129,SSD,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP600 Force Series Gen4,,2000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP600 GS,34.99,500,0.07,SSD,M.2-2280,M.2 PCIe 4.0 X4
Seagate ST500VT000,,500,,5400,2.5,SATA 3.0 Gb/s
Gigabyte GP-GSTFS31240GNTD,21.88,240,0.091,SSD,2.5,SATA 6.0 Gb/s
Seagate IronWolf Pro,239.59,14000,0.017,7200,3.5,SATA 6.0 Gb/s
Oyen Digital E12S-8000N28A,,8000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Intel 665p,119.99,1000,0.12,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate Exos X16,464.42,16000,0.029,7200,3.5,SATA 6.0 Gb/s
TEAMGROUP MP33 PRO,29.99,512,0.059,SSD,M.2-2280,M.2 PCIe 3.0 X4
SK Hynix Gold P31,45.99,500,0.092,SSD,M.2-2280,M.2 PCIe 3.0 X4
Mushkin Helix-L,38.99,1000,0.039,SSD,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP CX2,25.49,512,0.05,SSD,2.5,SATA 6.0 Gb/s
Western Digital Blue,87.2,1000,0.087,SSD,M.2-2280,M.2 SATA
Western Digital Blue,114.99,2000,0.057,SSD,M.2-2280,M.2 SATA
Lexar NM610PRO,,1000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power XS70,64.97,1000,0.065,SSD,M.2-2280,M.2 PCIe 4.0 X4
Samsung 960 Pro,179.99,512,0.352,SSD,M.2-2280,M.2 PCIe 3.0 X4
PNY CS2241,199.99,4000,0.05,SSD,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda 520,139.99,2000,0.07,SSD,M.2-2280,M.2 PCIe 4.0 X4
Toshiba P300,99.03,3000,0.033,7200,3.5,SATA 6.0 Gb/s
Western Digital Gold,239.99,10000,0.024,7200,3.5,SATA 6.0 Gb/s
Crucial P5,,1000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD_BLACK SN850P for PS5,109.99,1000,0.11,SSD,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG SPECTRIX S40G RGB,66.39,512,0.13,SSD,M.2-2280,M.2 PCIe 3.0 X4
Enmotus FuzeDrive,,1550,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue SA510,39.99,500,0.08,SSD,2.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,21,250,0.084,7200,3.5,SATA 6.0 Gb/s
Seagate FireCuda 530 w/Heatsink,164.46,2000,0.082,SSD,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Green,32.6,240,0.136,SSD,M.2-2280,M.2 SATA
Toshiba MG09 512e,289.99,18000,0.016,7200,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,42.01,500,0.084,5400,3.5,SATA 6.0 Gb/s
Western Digital Purple,192.99,8000,0.024,5640,3.5,SATA 6.0 Gb/s
Patriot P310,19.98,240,0.083,SSD,M.2-2280,M.2 PCIe 3.0 X4
Samsung 840 Evo,,120,,SSD,2.5,SATA 6.0 Gb/s
Western Digital Blue,148,4000,0.037,5400,3.5,SATA 6.0 Gb/s
Samsung 850 Pro,252.87,1000,0.253,SSD,2.5,SATA 6.0 Gb/s
Samsung 860 Pro,805,2000,0.403,SSD,2.5,SATA 6.0 Gb/s
ADATA SU800,122.68,1000,0.123,SSD,2.5,SATA 6.0 Gb/s
Western Digital Green,59,120,0.492,SSD,2.5,SATA 6.0 Gb/s
PNY CS1030,89.99,2000,0.045,SSD,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP GX2,47.89,1000,0.048,SSD,2.5,SATA 6.0 Gb/s
Kingston Fury Renegade with Heat Sink,148.05,2000,0.074,SSD,M.2-2280,M.2 PCIe 4.0 X4
Inland QN322,79.98,2000,0.04,SSD,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte AORUS Gen5 10000,,2000,,SSD,M.2-2280,M.2 PCIe 5.0 X4
Western Digital Red,61.99,2000,0.031,5400,3.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen4,169,1000,0.169,SSD,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG SX8200 Pro,37.24,256,0.145,SSD,M.2-2280,M.2 PCIe 3.0 X4
SanDisk Ultra 3D,126.96,500,0.254,SSD,2.5,SATA 6.0 Gb/s
Western Digital Black SN750 SE,64.98,500,0.13,SSD,M.2-2280,M.2 PCIe 4.0 X4
Samsung 950 PRO,,256,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black SN750,194.99,2000,0.097,SSD,M.2-2280,M.2 PCIe 3.0 X4
ADATA Premium For PS5,99.99,2000,0.05,SSD,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 PRO LPX,79.98,1000,0.08,SSD,M.2-2280,M.2 PCIe 4.0 X4
Toshiba MQ01ABD-V,26.76,1000,0.027,5400,2.5,SATA 6.0 Gb/s
Intenso High Performance,17.25,120,0.144,SSD,2.5,SATA 6.0 Gb/s
TEAMGROUP AX2,39.99,1000,0.04,SSD,2.5,SATA 6.0 Gb/s
Timetec 35TTFP6PCIE,39.99,1000,0.04,SSD,M.2-2280,M.2 PCIe 3.0 X4
Toshiba MG08,243,16000,0.015,7200,3.5,SATA 6.0 Gb/s
Seagate Nytro Enterprise,,15360,,SSD,2.5,SAS 12.0 Gb/s
Western Digital WD Blue,,1000,,5400,3.5,SATA 6.0 Gb/s
Corsair MP600 PRO,249.99,4000,0.062,SSD,M.2-2280,M.2 PCIe 4.0 X4
Patriot P300,46.99,1000,0.047,SSD,M.2-2280,M.2 PCIe 3.0 X4
PNY CS2241,95.99,2000,0.048,SSD,M.2-2280,M.2 PCIe 4.0 X4
Intel Optane P1600X,33.99,58,0.586,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf NAS,279.99,10000,0.028,7200,3.5,SATA 6.0 Gb/s
Mushkin Tempest,74.98,2000,0.037,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda Pro Compute,196.99,12000,0.016,7200,3.5,SATA 6.0 Gb/s
HP EX900,32.99,250,0.132,SSD,M.2-2280,M.2 PCIe 3.0 X4
Kingston A2000,,250,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Caviar Black,103.77,1000,0.104,7200,3.5,SATA 6.0 Gb/s
Inland Professional,20.99,256,0.082,SSD,2.5,SATA 6.0 Gb/s
Toshiba HDD2J92,,640,,5400,2.5,SATA 3.0 Gb/s
Gigabyte AORUS Gen4 7300,69.98,1000,0.07,SSD,M.2-2280,M.2 PCIe 4.0 X4
Gigabyte Gen3 2500E,,1000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate FireCuda 520 Rev 2.0,55.99,1000,0.056,SSD,M.2-2280,M.2 PCIe 4.0 X4
Gigabyte GP-GSTFS31480GNTD,25.5,480,0.053,SSD,2.5,SATA 6.0 Gb/s
Western Digital WD_BLACK SN850P for PS5,169.99,2000,0.085,SSD,M.2-2280,M.2 PCIe 4.0 X4
Samsung 850 Pro,177.69,512,0.347,SSD,2.5,SATA 6.0 Gb/s
Western Digital Red SA500,289.17,4000,0.072,SSD,2.5,SATA 6.0 Gb/s
Seagate EXOS Enterprise,189.99,8000,0.024,7200,3.5,SATA 6.0 Gb/s
Western Digital Red Pro,149.99,4000,0.037,7200,3.5,SATA 6.0 Gb/s
Intenso Top Performance,72.39,512,0.141,SSD,M.2-2280,M.2 SATA
Western Digital VelociRaptor,174.72,1000,0.175,10000,3.5,SATA 6.0 Gb/s
Western Digital Blue,44.44,2000,0.022,5400,3.5,SATA 6.0 Gb/s
Seagate FireCuda 520,69,1000,0.069,SSD,M.2-2280,M.2 PCIe 4.0 X4
ADATA SU800,94.49,512,0.185,SSD,2.5,SATA 6.0 Gb/s
OCZ Z-Drive R4 CM84,,1200,,SSD,PCIe,PCIe x8
Integral M2,,1000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP510,46.02,480,0.096,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf Pro,269.99,16000,0.017,7200,3.5,SATA 6.0 Gb/s
TEAMGROUP T-Create Classic,89.99,2000,0.045,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf Pro NAS,145.99,4000,0.036,7200,3.5,SATA 6.0 Gb/s
Corsair MP510,59.49,960,0.062,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate Exos X18,239.99,14000,0.017,7200,3.5,SATA 6.0 Gb/s
ADATA LEGEND 850 LITE,86.99,2000,0.043,SSD,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda 530,64.98,500,0.13,SSD,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf Pro NAS,219.99,8000,0.027,7200,3.5,SATA 6.0 Gb/s
Lexar NS100,69.9,512,0.137,SSD,2.5,SATA 6.0 Gb/s
PNY XLR8 CS3040,50.99,1000,0.051,SSD,M.2-2280,M.2 PCIe 4.0 X4
Inland Prime,119.99,1000,0.12,SSD,M.2-2280,M.2 PCIe 3.0 X4
ADATA SU800,39.04,256,0.152,SSD,2.5,SATA 6.0 Gb/s
Leven JPR700,74.98,2000,0.037,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate Constellation ES.3,28.5,1000,0.029,7200,3.5,SATA 6.0 Gb/s
Patriot Burst Elite,18.98,240,0.079,SSD,2.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S11 Pro,107.49,1000,0.107,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate Barracuda Compute,82.37,2000,0.041,5400,2.5,SATA 6.0 Gb/s
Intel DC P4511,140.19,1000,0.14,SSD,M.2-22110,M.2 PCIe 3.0 X4
Kingston KC600,52.74,512,0.103,SSD,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Cardea Z540,259.99,2000,0.13,SSD,M.2-2280,M.2 PCIe 5.0 X4
Samsung 840 Pro,,128,,SSD,2.5,SATA 6.0 Gb/s
ADATA LEGEND 850 LITE,48.99,1000,0.049,SSD,M.2-2280,M.2 PCIe 4.0 X4
Inland Professional,18.98,120,0.158,SSD,2.5,SATA 6.0 Gb/s
ADATA Legend 710,,512,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Patriot P210,86.99,2000,0.043,SSD,2.5,SATA 6.0 Gb/s
Western Digital Ultrastar DC HC550,285.99,16000,0.018,7200,3.5,SATA 6.0 Gb/s
Samsung 860 Evo,186.18,500,0.372,SSD,M.2-2280,M.2 SATA
ADATA XPG GAMMIX S11 Pro,79.69,512,0.156,SSD,M.2-2280,M.2 PCIe 3.0 X4
PNY CS900,174,4000,0.043,SSD,2.5,SATA 6.0 Gb/s
PNY CS1031,44.84,500,0.09,SSD,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP Cardea A440,94.99,2000,0.047,SSD,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP MP44,54.99,1000,0.055,SSD,M.2-2280,M.2 PCIe 4.0 X4
