name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
TEAMGROUP T-Force Vulcan alpha 32 GB,86.99,"[5,6000]","[2,16]",2.718,Black / Silver,12.667,38
TEAMGROUP Elite 16 GB,16.98,"[3,1600]","[2,8]",1.061,Black,13.75,11
TEAMGROUP T-Create Classic 32 GB,79.99,"[5,6000]","[2,16]",2.5,Black,16,48
Crucial CT16G4DFRA32A 16 GB,31.99,"[4,3200]","[1,16]",1.999,Green,13.75,22
Corsair Vengeance RGB 32 GB,109.99,"[5,6000]","[2,16]",3.437,Black,12,36
G.Skill Ripjaws S5 32 GB,109.99,"[5,6800]","[2,16]",3.437,Black,10,34
Crucial CT2K16G56C46U5 32 GB,76.48,"[5,5600]","[2,16]",2.39,Black,16.429,46
Corsair Vengeance RGB 32 GB,134.99,"[5,6200]","[2,16]",4.218,White,11.613,36
TEAMGROUP T-Force Delta RGB 32 GB,129.99,"[5,7200]","[2,16]",4.062,White / Gray,9.444,34
G.Skill Trident Z5 RGB 96 GB,359.99,"[5,6400]","[2,48]",3.75,White / Black,10,32
TEAMGROUP T-Force Delta RGB 16 GB,42.99,"[4,3000]","[2,8]",2.687,White,10.667,16
ADATA XPG LANCER RGB 32 GB,108.91,"[5,6000]","[2,16]",3.403,Black,13.333,40
G.Skill Trident Z5 RGB 32 GB,164.99,"[5,7600]","[2,16]",5.156,Black,9.474,36
Corsair Vengeance 16 GB,54.99,"[5,5200]","[1,16]",3.437,Black,15.385,40
Patriot Signature 8 GB,15.99,"[3,1600]","[1,8]",1.999,Blue / Silver,13.75,11
Kingston FURY Beast 64 GB,229.99,"[5,6000]","[2,32]",3.594,Black / Silver,12,36
G.Skill Ripjaws V 8 GB,69.98,"[4,2400]","[1,8]",8.748,Red,12.5,15
G.Skill Flare X5 64 GB,174.99,"[5,5600]","[2,32]",2.734,Black / White,12.857,36
TEAMGROUP T-Force Vulcan Z 32 GB,64.98,"[4,4000]","[2,16]",2.031,Gray,9,18
G.Skill Ripjaws S5 32 GB,89.99,"[5,5200]","[2,16]",2.812,Black,13.846,36
Kingston FURY Beast 16 GB,39.99,"[4,3200]","[1,16]",2.499,Black,10,16
Kingston HyperX Fury 16 GB,,"[4,2666]","[2,8]",,Black,12.003,16
Corsair Vengeance RGB Pro SL 16 GB,54.99,"[4,3200]","[2,8]",3.437,White / Black,10,16
TEAMGROUP T-Create Expert 32 GB,126.99,"[5,7200]","[2,16]",3.968,Black,9.444,34
Silicon Power XPOWER Zenith Gaming 16 GB,33.97,"[4,3200]","[2,8]",2.123,Black / Silver,10,16
Patriot Viper Steel 64 GB,99.99,"[4,3200]","[2,32]",1.562,Gray,10,16
Corsair Vengeance RGB Pro 32 GB,79.98,"[4,3600]","[2,16]",2.499,Black,10,18
G.Skill Trident Z5 RGB 64 GB,194.99,"[5,6000]","[2,32]",3.047,Black,12,36
Corsair Vengeance LPX 16 GB,39.99,"[4,2133]","[2,8]",2.499,Black / Yellow,12.189,13
Kingston FURY Beast 32 GB,82.99,"[4,3600]","[2,16]",2.593,Black,10,18
G.Skill Trident Z5 RGB 64 GB,217.99,"[5,6000]","[2,32]",3.406,White / Black,10,30
G.Skill Trident Z5 RGB 32 GB,119.99,"[5,6800]","[2,16]",3.75,Black / Silver,10,34
G.Skill Trident Z5 RGB 48 GB,,"[5,8200]","[2,24]",,White / Black,9.756,40
Corsair Vengeance RGB 32 GB,114.99,"[5,6000]","[2,16]",3.593,White,13.333,40
G.Skill Trident Z RGB 32 GB,89.99,"[4,4000]","[2,16]",2.812,Black,9,18
Kingston HyperX Fury 16 GB,,"[3,1866]","[2,8]",,Black / Silver,10.718,10
Corsair Dominator Platinum RGB 32 GB,114.99,"[4,3200]","[2,16]",3.593,Black,10,16
Silicon Power SP016GBLFU320X02 16 GB,26.99,"[4,3200]","[1,16]",1.687,,13.75,22
Corsair Dominator Platinum RGB 32 GB,149.99,"[5,6400]","[2,16]",4.687,Black,10,32
Kingston FURY Beast 32 GB,117.82,"[5,5200]","[2,16]",3.682,Black / Silver,15.385,40
TEAMGROUP T-Force Vulcan Z 16 GB,34.99,"[4,3200]","[2,8]",2.187,Red,10,16
G.Skill Ripjaws S5 96 GB,,"[5,6800]","[2,48]",,Black,10,34
Corsair Vengeance 64 GB,219.99,"[5,6000]","[4,16]",3.437,Black,12,36
Kingston FURY Renegade 16 GB,60.61,"[4,3600]","[2,8]",3.788,Black / Silver,8.889,16
G.Skill Ripjaws S5 32 GB,99.99,"[5,5600]","[2,16]",3.125,White,10,28
TEAMGROUP T-Force Delta RGB 64 GB,174.99,"[5,6000]","[2,32]",2.734,Black / Silver,12.667,38
Kingston FURY 128 GB,443.68,"[5,5200]","[4,32]",3.466,White,15.385,40
Corsair Vengeance LPX 64 GB,144.99,"[4,3200]","[4,16]",2.265,Black / Yellow,10,16
G.Skill Ripjaws S5 32 GB,99.99,"[5,6000]","[2,16]",3.125,Black,10.667,32
Kingston FURY Beast RGB 16 GB,84.99,"[5,5200]","[2,8]",5.312,Black,15.385,40
PNY XLR8 16 GB,37.99,"[4,3200]","[2,8]",2.374,Black / Red,10,16
Corsair Dominator Titanium 64 GB,324.99,"[5,6600]","[2,32]",5.078,Black,9.697,32
Corsair Vengeance RGB 64 GB,229.99,"[5,5600]","[4,16]",3.594,Black,12.857,36
Corsair Dominator Platinum RGB 32 GB,144.99,"[5,5600]","[2,16]",4.531,White,12.857,36
Silicon Power XPOWER Zenith RGB Gaming 32 GB,84.97,"[5,6000]","[2,16]",2.655,White,13.333,40
TEAMGROUP T-Force Delta RGB 32 GB,99.99,"[5,5600]","[2,16]",3.125,White,11.429,32
G.Skill Ripjaws S5 48 GB,119.99,"[5,6400]","[2,24]",2.5,Black,11.25,36
Corsair Vengeance 32 GB,94.99,"[5,5600]","[1,32]",2.968,Black / Gray,14.286,40
Crucial CT4G4DFS8266 4 GB,16.98,"[4,2666]","[1,4]",4.245,Green / Black,14.254,19
Patriot Viper 4 Blackout 8 GB,25.99,"[4,3000]","[2,4]",3.249,Black,10.667,16
Corsair Dominator Titanium First Edition 64 GB,349.99,"[5,6600]","[2,32]",5.469,White,12.121,40
Corsair Dominator Platinum RGB 64 GB,279.99,"[5,6000]","[2,32]",4.375,Black,10,30
Corsair Dominator Titanium 64 GB,364.99,"[5,6400]","[4,16]",5.703,White,10,32
G.Skill Trident Z RGB 32 GB,99.99,"[4,3600]","[2,16]",3.125,Black,8.889,16
TEAMGROUP Elite 32 GB,75.98,"[5,4800]","[2,16]",2.374,Black,16.667,40
ADATA XPG SPECTRIX D60G 16 GB,,"[4,3200]","[2,8]",,,10,16
Patriot Signature Premium 16 GB,32.99,"[4,2666]","[2,8]",2.062,Black,14.254,19
TEAMGROUP T-Force Vulcan 32 GB,79.98,"[5,5200]","[2,16]",2.499,Black,15.385,40
Kingston HyperX Fury 32 GB,,"[4,3200]","[2,16]",,Black,10,16
Corsair Vengeance 64 GB,209.99,"[5,5600]","[4,16]",3.281,Gray,12.857,36
Corsair Vengeance 64 GB,279.99,"[5,6600]","[4,16]",4.375,Black / Gray,9.697,32
Corsair Vengeance RGB RS 16 GB,59.99,"[4,3200]","[2,8]",3.749,Black / Gray,10,16
Corsair Vengeance LPX 8 GB,24.99,"[4,3200]","[1,8]",3.124,Black / Yellow,10,16
G.Skill Ripjaws V 16 GB,39.99,"[4,2400]","[2,8]",2.499,Black / Red,12.5,15
Kingston FURY Beast RGB 32 GB,132.94,"[5,5600]","[2,16]",4.154,Black,12.857,36
G.Skill Trident Z5 Neo 32 GB,106.99,"[5,5600]","[2,16]",3.343,Black,10,28
TEAMGROUP T-Force Delta RGB 32 GB,92.99,"[5,5600]","[2,16]",2.906,Black,12.857,36
Timetec PINNACLE Konduit 32 GB,52.99,"[4,3200]","[2,16]",1.656,White,10,16
G.Skill Ripjaws V 64 GB,199.99,"[4,4400]","[2,32]",3.125,Black,8.636,19
TEAMGROUP T-Force Delta RGB 32 GB,89.99,"[5,5200]","[2,16]",2.812,White,15.385,40
Corsair Vengeance LPX 16 GB,39.99,"[4,3000]","[1,16]",2.499,Black,10.667,16
G.Skill Trident Z5 RGB 32 GB,119.99,"[5,6400]","[2,16]",3.75,White / Black,10,32
Lexar THOR 32 GB,74.42,"[4,3200]","[2,16]",2.326,Black,10,16
Silicon Power XPOWER Turbine RGB 32 GB,61.99,"[4,3200]","[2,16]",1.937,Silver / Black,10,16
Kingston FURY Beast RGB 16 GB,91.89,"[5,6000]","[2,8]",5.743,Black,12,36
Kingston Server Premier 32 GB,75.95,"[4,3200]","[1,32]",2.373,,13.75,22
G.Skill Ripjaws 4 8 GB,,"[4,2400]","[1,8]",,Black / Green,12.5,15
G.Skill Trident Z Royal 16 GB,79.98,"[4,3200]","[2,8]",4.999,Silver,10,16
G.Skill Trident Z5 RGB 64 GB,193.99,"[5,5600]","[2,32]",3.031,White / Black,10,28
G.Skill Trident Z Royal 128 GB,899,"[4,4000]","[4,32]",7.023,Silver,9,18
Corsair Vengeance RGB RS 32 GB,89.99,"[4,3200]","[2,16]",2.812,Black / Gray,10,16
Crucial Classic 16 GB,55.99,"[5,5600]","[2,8]",3.499,Black,16.429,46
Corsair Vengeance LPX 32 GB,89.99,"[4,3200]","[4,8]",2.812,Black / Yellow,10,16
Corsair Vengeance RGB 96 GB,354.99,"[5,6000]","[2,48]",3.698,Black / Silver,10,30
G.Skill Trident Z5 RGB 48 GB,279.99,"[5,8000]","[2,24]",5.833,White / Black,10,40
Kingston Fury Renegade RGB 32 GB,159.99,"[5,6400]","[2,16]",5,Silver / Black,10,32
Corsair Dominator Titanium 96 GB,454.99,"[5,6600]","[2,48]",4.739,White,9.697,32
TEAMGROUP T-Create Expert 64 GB,189.99,"[5,6400]","[2,32]",2.969,Black,10.625,34
Patriot Viper Steel 16 GB,39.99,"[4,3600]","[2,8]",2.499,Gray,10,18
G.Skill Aegis 32 GB,54.99,"[4,3000]","[2,16]",1.718,Red / Black,10.667,16
G.Skill Trident Z5 RGB 32 GB,139.99,"[5,7200]","[2,16]",4.375,Silver / Black,9.444,34
Corsair Vengeance 32 GB,119.99,"[5,6000]","[2,16]",3.75,Black / Silver,10,30
G.Skill Trident Z RGB 96 GB,359.99,"[5,6400]","[2,48]",3.75,Black,10,32
Corsair Vengeance RGB Pro SL 32 GB,74.98,"[4,3200]","[2,16]",2.343,Black,10,16
Patriot Viper Steel 32 GB,60.99,"[4,3600]","[2,16]",1.906,Silver / Black,10,18
TEAMGROUP T-Force Delta RGB 32 GB,74.98,"[4,3200]","[2,16]",2.343,White,10,16
TEAMGROUP T-Force Delta RGB 16 GB,42.99,"[4,3000]","[2,8]",2.687,Black,10.667,16
Silicon Power GAMING 16 GB,34.97,"[4,3600]","[2,8]",2.186,Gray / Silver,10,18
Corsair Vengeance 64 GB,192.67,"[5,6000]","[2,32]",3.01,Gray,13.333,40
G.Skill Ripjaws S5 32 GB,94.99,"[5,5600]","[2,16]",2.968,Black,12.857,36
Crucial Ballistix 32 GB,,"[4,3200]","[2,16]",,Black,10,16
Samsung M378A2K43CB1-CTD 16 GB,34.1,"[4,2666]","[1,16]",2.131,Green / Black,14.254,19
Corsair Dominator Platinum RGB 32 GB,184.99,"[5,6600]","[2,16]",5.781,Black,9.697,32
Kingston FURY Beast 64 GB,147.44,"[4,3200]","[2,32]",2.304,Black / Silver,10,16
Kingston FURY Beast RGB 16 GB,60.24,"[4,3600]","[2,8]",3.765,Black,9.444,17
Corsair Vengeance LPX 256 GB,614.99,"[4,3200]","[8,32]",2.402,Black / Yellow,10,16
Corsair Vengeance RGB Pro SL 16 GB,54.99,"[4,3600]","[2,8]",3.437,Black,10,18
Micron MT8JTF25664AZ-1G4D1 2 GB,21.8,"[3,1333]","[1,2]",10.9,,13.503,9
Klevv BOLT X 32 GB,55.99,"[4,3200]","[2,16]",1.75,Black,10,16
ADATA XPG GAMMIX D30 16 GB,,"[4,3200]","[2,8]",,Silver / Black,10,16
G.Skill Trident Z Royal 256 GB,699.99,"[4,3600]","[8,32]",2.734,Silver,10,18
G.Skill Trident Z5 RGB 32 GB,199.99,"[5,7800]","[2,16]",6.25,Silver / Black,9.231,36
G.Skill Trident Z Neo 32 GB,82.99,"[4,3600]","[2,16]",2.593,Black / Silver,10,18
Crucial Ballistix 16 GB,,"[4,3600]","[2,8]",,Black,8.889,16
Corsair Dominator Titanium 32 GB,219.99,"[5,7200]","[2,16]",6.875,White,9.444,34
Corsair Vengeance LPX 16 GB,44.99,"[4,3600]","[2,8]",2.812,Black / Yellow,10,18
TEAMGROUP T-Force Zeus 16 GB,32.99,"[4,3200]","[2,8]",2.062,Red,12.5,20
TEAMGROUP T-Create Expert 48 GB,194.99,"[5,7200]","[2,24]",4.062,Black,9.444,34
ADATA XPG SPECTRIX D50 16 GB,42.99,"[4,3200]","[2,8]",2.687,Black,10,16
Crucial CT2K4G4DFS824A 8 GB,22.98,"[4,2400]","[2,4]",2.873,Green,14.167,17
TEAMGROUP T-Create Classic 16 GB,34.99,"[4,3200]","[2,8]",2.187,Silver,13.75,22
Patriot Signature Line 8 GB,16.98,"[4,3200]","[1,8]",2.123,,13.75,22
Corsair Dominator Platinum RGB 32 GB,179.99,"[4,3600]","[4,8]",5.625,White,10,18
G.Skill Ripjaws S5 32 GB,99.99,"[5,6000]","[2,16]",3.125,Black,10,30
Patriot Viper Elite II 16 GB,29.99,"[4,3600]","[1,16]",1.874,Red / Black,11.111,20
TEAMGROUP T-Create Expert 16 GB,35.99,"[4,3600]","[2,8]",2.249,Gray,10,18
Gigabyte AORUS 32 GB,94.98,"[5,5200]","[2,16]",2.968,Black,15.385,40
Corsair Vengeance LPX 32 GB,,"[4,3200]","[2,16]",,Black / Yellow,10,16
Samsung M386A4G40DM0-CPB 32 GB,28.94,"[4,2133]","[1,32]",0.904,Black / Green,14.065,15
G.Skill Trident Z Neo 32 GB,172.99,"[4,3600]","[2,16]",5.406,Black / Silver,7.778,14
G.Skill Trident Z5 Neo RGB 32 GB,109.99,"[5,6000]","[2,16]",3.437,Black,12,36
Patriot Viper Steel 16 GB,77.98,"[4,4400]","[2,8]",4.874,Silver / Black,8.636,19
Corsair Vengeance RGB 32 GB,114.99,"[5,5600]","[2,16]",3.593,Black,12.857,36
TEAMGROUP T-Force Xtreem ARGB 32 GB,84.99,"[4,3600]","[2,16]",2.656,White,10,18
TEAMGROUP T-Force Vulcan Z 16 GB,35.99,"[4,3600]","[2,8]",2.249,Red,10,18
Kingston KVR1333D3N9HK2/8G 8 GB,49.99,"[3,1333]","[2,4]",6.249,Green,13.503,9
Corsair Vengeance 32 GB,139.99,"[5,6600]","[2,16]",4.375,Black,9.697,32
Corsair Dominator Titanium 96 GB,494.99,"[5,6000]","[4,24]",5.156,Black,10,30
TEAMGROUP T-Force Vulcan Z 64 GB,117.99,"[4,3200]","[2,32]",1.844,Gray,10,16
G.Skill Aegis 32 GB,57.99,"[4,2400]","[2,16]",1.812,Red / Black,14.167,17
G.Skill Ripjaws V 64 GB,119.99,"[4,2666]","[2,32]",1.875,Black,13.503,18
G.Skill Trident Z5 Neo RGB 32 GB,119.99,"[5,6400]","[2,16]",3.75,,10,32
Corsair Dominator Titanium 64 GB,324.99,"[5,6600]","[2,32]",5.078,White,9.697,32
Corsair Vengeance 8 GB,49.99,"[3,1600]","[2,4]",6.249,Black / Silver,11.25,9
G.Skill Ripjaws V 128 GB,249.99,"[4,3600]","[4,32]",1.953,Black,10,18
G.Skill Ripjaws 8 GB,32.84,"[3,1600]","[2,4]",4.105,Black / Red,11.25,9
Corsair Vengeance LPX 16 GB,39.99,"[4,2666]","[2,8]",2.499,White,12.003,16
G.Skill Ripjaws V 16 GB,43.99,"[4,3200]","[2,8]",2.749,Black,10,16
G.Skill Ripjaws S5 96 GB,249.99,"[5,5600]","[2,48]",2.604,Black,14.286,40
G.Skill Trident Z5 RGB 32 GB,109.99,"[5,5600]","[2,16]",3.437,Black,10,28
Corsair Vengeance 96 GB,269.99,"[5,5600]","[2,48]",2.812,Black,14.286,40
Corsair Vengeance 64 GB,174.99,"[5,5200]","[2,32]",2.734,White,15.385,40
Corsair Vengeance RGB 96 GB,379.99,"[5,6600]","[2,48]",3.958,Black / Silver,9.697,32
Crucial Pro 96 GB,257.99,"[5,5600]","[2,48]",2.687,Black,16.429,46
TEAMGROUP Elite Plus 32 GB,69.98,"[5,4800]","[1,32]",2.187,Black,16.667,40
Patriot Viper 4 Blackout 64 GB,109.99,"[4,3600]","[2,32]",1.719,Black,10,18
G.Skill Trident Z5 Neo RGB 32 GB,114.99,"[5,6000]","[2,16]",3.593,Black,10.667,32
TEAMGROUP T-Force Vulcan 16 GB,59.99,"[5,5200]","[2,8]",3.749,Black,15.385,40
Kingston ValueRAM 4 GB,35.7,"[2,800]","[2,2]",8.925,Green,15,6
G.Skill Trident Z Royal 32 GB,109.99,"[4,4000]","[2,16]",3.437,Silver,9,18
Kingston FURY Beast 64 GB,214.99,"[5,5600]","[2,32]",3.359,Black,14.286,40
GeIL EVO V RGB 48 GB,,"[5,8400]","[2,24]",,Black,10,42
Corsair Vengeance RGB Pro SL 16 GB,64.98,"[4,3600]","[2,8]",4.061,White / Black,10,18
Kingston HyperX Fury 8 GB,,"[4,3200]","[1,8]",,Black / Silver,11.25,18
Corsair Vengeance 64 GB,189.99,"[5,6000]","[2,32]",2.969,Gray,13.333,40
TEAMGROUP Elite 16 GB,48.99,"[5,5200]","[2,8]",3.062,Black,16.154,42
Kingston KTH-PL426LQ/64G 64 GB,179,"[4,2666]","[1,64]",2.797,Green / Black,14.254,19
Corsair Dominator Titanium 32 GB,174.99,"[5,6000]","[2,16]",5.468,White,10,30
G.Skill Trident Z RGB 64 GB,179.99,"[4,4000]","[2,32]",2.812,Black,9,18
TEAMGROUP T-Create Expert 32 GB,79.99,"[5,6000]","[2,16]",2.5,White,12.667,38
Kingston FURY Beast 16 GB,69.98,"[5,4800]","[2,8]",4.374,Black,15.833,38
G.Skill Trident Z RGB 16 GB,62.99,"[4,3600]","[2,8]",3.937,Black,8.889,16
OLOy Blade RGB 32 GB,66.99,"[4,3600]","[2,16]",2.093,Black,10,18
Klevv CRAS X RGB 16 GB,46.99,"[4,3600]","[2,8]",2.937,Black,10,18
G.Skill Trident Z5 Neo RGB 32 GB,114.99,"[5,6400]","[2,16]",3.593,,10,32
Corsair Vengeance 32 GB,114.99,"[5,6400]","[2,16]",3.593,Black,11.25,36
Kingston ValueRAM 8 GB,20.46,"[4,2666]","[1,8]",2.558,Green / Black,14.254,19
Corsair Vengeance RGB 32 GB,174.29,"[5,5600]","[2,16]",5.447,White,12.857,36
OLOy MD4U083016BGDA 16 GB,29.99,"[4,3000]","[2,8]",1.874,Black,10.667,16
Corsair Dominator Platinum RGB 64 GB,229.99,"[5,5200]","[2,32]",3.594,White,15.385,40
PNY XLR8 Gaming EPIC-X RGB 16 GB,44.99,"[4,3200]","[2,8]",2.812,Black,10,16
G.Skill Ripjaws S5 96 GB,329.99,"[5,6400]","[2,48]",3.437,Black,10,32
G.Skill Aegis 8 GB,23.84,"[4,3200]","[1,8]",2.98,Red / Black,10,16
Corsair Vengeance RGB Pro 32 GB,129.99,"[4,3600]","[4,8]",4.062,Black,10,18
G.Skill Trident Z5 RGB 48 GB,209.99,"[5,7200]","[2,24]",4.375,Black,10,36
G.Skill Trident Z5 RGB 32 GB,109.99,"[5,6000]","[2,16]",3.437,White / Black,12,36
Kingston FURY Beast RGB 32 GB,89.99,"[4,3600]","[2,16]",2.812,Black,10,18
Corsair Vengeance 96 GB,269.99,"[5,5200]","[2,48]",2.812,Black,14.615,38
Timetec PINNACLE Konduit 16 GB,34.99,"[4,3600]","[2,8]",2.187,White,10,18
Crucial CT32G48C40U5 32 GB,75.51,"[5,4800]","[1,32]",2.36,Black,16.667,40
G.Skill Ripjaws S5 64 GB,179.99,"[5,5600]","[2,32]",2.812,White,10,28
Kingston FURY Renegade 32 GB,152.99,"[5,6000]","[2,16]",4.781,White / Silver,10.667,32
GeIL ORION V AMD 32 GB,,"[5,6000]","[2,16]",,Black,10,30
Patriot Viper Elite II 32 GB,63.99,"[4,4000]","[2,16]",2,Red / Black,10,20
G.Skill Flare X5 32 GB,89.99,"[5,5200]","[2,16]",2.812,Black / White,13.846,36
Patriot Viper Elite II 8 GB,18.98,"[4,3200]","[1,8]",2.373,Red / Black,11.25,18
Corsair Vengeance 96 GB,369.99,"[5,6600]","[2,48]",3.854,Black / Silver,9.697,32
Corsair Vengeance RGB Pro SL 32 GB,89.99,"[4,3200]","[2,16]",2.812,White / Black,10,16
Kingston FURY Beast 16 GB,58.99,"[5,5200]","[1,16]",3.687,Black / Silver,15.385,40
ADATA XPG LANCER RGB 32 GB,94.99,"[5,5200]","[2,16]",2.968,Black,14.615,38
TEAMGROUP T-Force Delta RGB 64 GB,145.99,"[4,3600]","[2,32]",2.281,White,10,18
Corsair Vengeance RGB 96 GB,404.99,"[5,6000]","[4,24]",4.219,Black,10,30
Patriot Viper Black 32 GB,82.99,"[5,5600]","[2,16]",2.593,Black / White,12.857,36
G.Skill Ripjaws S5 32 GB,97.99,"[5,5600]","[2,16]",3.062,Black,10.714,30
Corsair Dominator Titanium First Edition 32 GB,234.99,"[5,7200]","[2,16]",7.343,White,11.111,40
Klevv BOLT X 32 GB,58.99,"[4,3600]","[2,16]",1.843,Black,10,18
Silicon Power XPOWER Zenith RGB Gaming 32 GB,63.97,"[4,3200]","[2,16]",1.999,Black,10,16
G.Skill Trident Z RGB 32 GB,77.98,"[4,3200]","[2,16]",2.437,Black,10,16
G.Skill Ripjaws V 32 GB,139.99,"[4,4600]","[2,16]",4.375,Black,8.261,19
Corsair Vengeance RGB 32 GB,144.99,"[5,6400]","[2,16]",4.531,White / Silver,10,32
TEAMGROUP T-Force Vulcan TUF Gaming Alliance 16 GB,34.99,"[4,3200]","[2,8]",2.187,Gold / Black,10,16
ADATA XPG SPECTRIX D50 32 GB,79.98,"[4,3200]","[2,16]",2.499,White,10,16
Corsair Dominator Titanium 48 GB,264.99,"[5,7200]","[2,24]",5.521,Black,10,36
Corsair Vengeance 32 GB,104.99,"[5,5200]","[2,16]",3.281,White,15.385,40
G.Skill Ripjaws S5 64 GB,159.99,"[5,5200]","[2,32]",2.5,Black,13.846,36
G.Skill Aegis 8 GB,21.99,"[4,3000]","[1,8]",2.749,Black / Red,10.667,16
Kingston HyperX Fury RGB 16 GB,,"[4,3200]","[2,8]",,Black,10,16
Corsair Vengeance LPX 8 GB,34.99,"[4,2666]","[2,4]",4.374,Black / Yellow,12.003,16
G.Skill Flare X5 32 GB,89.99,"[5,5600]","[2,16]",2.812,Black,12.857,36
Corsair Vengeance RGB 96 GB,364.99,"[5,6000]","[2,48]",3.802,Black / Silver,10,30
Corsair Vengeance RGB Pro 128 GB,324.99,"[4,3600]","[4,32]",2.539,Black,10,18
Corsair Vengeance 64 GB,224.99,"[5,6000]","[2,32]",3.515,Black / Gray,10,30
TEAMGROUP T-Force Vulcan 64 GB,149.99,"[5,5200]","[2,32]",2.344,Black,15.385,40
Corsair Vengeance 32 GB,147.99,"[5,7000]","[2,16]",4.625,Gray,9.714,34
Corsair Vengeance LPX 32 GB,69.98,"[4,2666]","[2,16]",2.187,Black / Yellow,12.003,16
TEAMGROUP T-Force Delta RGB 32 GB,72.95,"[4,3200]","[2,16]",2.28,Black,10,16
GeIL Dragon RAM 16 GB,,"[4,3200]","[2,8]",,White / Gold,9.375,15
Corsair Vengeance RGB 32 GB,149.99,"[5,6600]","[2,16]",4.687,Black,9.697,32
Kingston HyperX Fury 16 GB,,"[3,1600]","[2,8]",,Blue / Silver,12.5,10
Patriot Viper 3 8 GB,19.98,"[3,1600]","[2,4]",2.498,Black / Silver,11.25,9
Corsair Vengeance RGB 64 GB,192.99,"[5,6000]","[2,32]",3.015,Black,13.333,40
Corsair Dominator Platinum RGB 64 GB,199.99,"[5,5200]","[2,32]",3.125,Black,15.385,40
G.Skill TridentZ RGB 64 GB,,"[4,4600]","[2,32]",,Black,8.696,20
Kingston Kingston Fury Red 16GB (2x8GB) DDR4 PC4-21300C16 26,,"[4,2666]","[2,8]",,Red,12.003,16
Kingston FURY Beast 32 GB,109.49,"[5,4800]","[2,16]",3.422,Black / Silver,15.833,38
G.Skill Flare X5 64 GB,169.99,"[5,5200]","[2,32]",2.656,Black / White,13.846,36
TEAMGROUP T-Create Expert 64 GB,189.99,"[5,6400]","[2,32]",2.969,White,10.625,34
Crucial CT2K32G4DFD832A 64 GB,110.95,"[4,3200]","[2,32]",1.734,Green / Black,13.75,22
G.Skill TridentZ RGB 32 GB,,"[4,4800]","[2,16]",,Black,8.333,20
Kingston FURY Beast 32 GB,135.19,"[5,6000]","[1,32]",4.225,Black / Silver,12,36
Patriot Viper Steel 8 GB,25.99,"[4,3200]","[2,4]",3.249,Silver / Black,10,16
Mushkin Enhanced Redline Stiletto 64 GB,109.99,"[4,3600]","[2,32]",1.719,Black / Silver,10,18
G.Skill Trident Z5 RGB 64 GB,204.99,"[5,6000]","[2,32]",3.203,White / Black,10,30
Crucial CT4K32G4LFQ4213 128 GB,,"[4,2133]","[4,32]",,Black / Green,14.065,15
Patriot Viper Elite II 16 GB,36.99,"[4,3600]","[2,8]",2.312,Red / Black,11.111,20
Silicon Power XPOWER Turbine RGB 16 GB,41.99,"[4,3200]","[2,8]",2.624,Silver / Black,10,16
Crucial Ballistix 16 GB,94.99,"[4,3200]","[2,8]",5.937,White,10,16
Patriot Viper 4 Blackout 64 GB,99.99,"[4,3200]","[2,32]",1.562,Black,10,16
Corsair Dominator Platinum RGB 32 GB,453.22,"[5,5200]","[2,16]",14.163,Black,14.615,38
Crucial Ballistix Sport 1 GB,9,"[3,1600]","[1,1]",9,Black / Silver,12.5,10
Corsair Dominator Platinum RGB 32 GB,154.99,"[5,6000]","[2,16]",4.843,Black,12,36
Kingston Fury Renegade RGB 32 GB,107.05,"[4,3600]","[2,16]",3.345,Black / Silver,8.889,16
Corsair Vengeance RGB Pro 32 GB,134.99,"[4,3600]","[4,8]",4.218,White,10,18
Corsair Vengeance RGB 32 GB,155.99,"[5,7000]","[2,16]",4.875,Black,10.286,36
Patriot Signature 8 GB,13.99,"[3,1600]","[1,8]",1.749,Black / Green,13.75,11
TEAMGROUP Elite Plus 16 GB,36.99,"[5,4800]","[1,16]",2.312,Black,16.667,40
Corsair Vengeance RGB Pro SL 16 GB,54.99,"[4,3200]","[2,8]",3.437,Black,10,16
Silicon Power XPOWER Zenith Gaming 32 GB,78.97,"[5,6000]","[2,16]",2.468,Black,13.333,40
ADATA XPG GAMMIX D10 16 GB,,"[4,3200]","[2,8]",,Black / White,10,16
Corsair Vengeance 64 GB,204.99,"[5,6000]","[2,32]",3.203,White / Gray,13.333,40
Crucial CT2K8G4DFS824A 16 GB,35.99,"[4,2400]","[2,8]",2.249,Green / Black,14.167,17
TEAMGROUP T-Create Expert 32 GB,126.99,"[5,7200]","[2,16]",3.968,White,9.444,34
Kingston FURY Beast 16 GB,78.98,"[5,5600]","[2,8]",4.936,Black,14.286,40
G.Skill Ripjaws X 8 GB,33.34,"[3,1600]","[2,4]",4.168,Black / Red,11.25,9
Corsair Dominator Titanium 32 GB,174.99,"[5,6000]","[2,16]",5.468,Black,10,30
Patriot Signature Premium 16 GB,58.51,"[4,2666]","[1,16]",3.657,Black,14.254,19
Corsair Dominator Platinum RGB 64 GB,269.88,"[5,6000]","[2,32]",4.217,Black,10,30
G.Skill Ripjaws V 64 GB,142.99,"[4,3600]","[4,16]",2.234,Black,10,18
Patriot Viper Steel 16 GB,29.99,"[4,3200]","[1,16]",1.874,Silver / Black,10,16
