name,price,size,color,rpm,airflow,noise_level,pwm
ARCTIC F14,10.94,140,White / Black,,77.3,,FALSE
Thermaltake Riing 3-Pack,,120,Black,"[1000,1500]",40.6,26.4,TRUE
Xigmatek eXTREME SILENT,5.95,80,Black,,36,24,FALSE
Phanteks F120SP,5.49,120,Black / White,,54.4,24.2,FALSE
Fractal Design Dynamic X2 GP,,120,Black / White,"[500,2000]",87.6,32.2,TRUE
ARCTIC F14 PST CO,13.94,140,Gray,"[600,1350]",74,22.5,TRUE
Corsair SP120 High Performance,92.34,120,Black,,62.74,35,FALSE
Fractal Design Prisma SL,,140,Black / White,,63.33,19.4,FALSE
ARCTIC BioniX P140,16.98,140,Black / Red,"[200,1950]",77.6,,TRUE
ARCTIC F8 PWM PST 5-Pack,34.11,80,Black / White,"[300,2000]",31,,TRUE
Alpenföhn Wing Boost 3 ARGB 3-Pack,,120,Black,"[700,2200]",77.9,36.8,TRUE
Rosewill ROCF-13001,,120,Black,,38.2,22,FALSE
Thermalright TL-8015,,80,White,,28.4,23.3,TRUE
Fractal Design Prisma AL 3-Pack,,140,Black / White,"[500,1700]",,,TRUE
Scythe Kaze Flex RGB,15.99,120,Black / White,"[300,1200]",,,TRUE
Corsair ML140 Pro,56.5,140,Black / Blue,"[400,2000]",,,TRUE
NoiseBlocker NB-ELOOP X ARGB,65.62,140,White,,,,TRUE
GameMax Velocity ARGB,,120,Black,,94.8,23.8,FALSE
Phanteks F200SP,,200,Black / White,,110.1,25,FALSE
Iceberg Thermal IceGALE Silent PWM 3-Pack,35.99,120,Black / Blue,"[600,1600]",,,TRUE
Corsair AF120 Quiet,61.66,120,Black,,52.19,25.2,FALSE
Prolimatech Ultra Sleek Vortex,35.51,140,,"[300,1000]",98,,TRUE
ARCTIC F,17.96,140,Black,"[200,1350]",74,,TRUE
ARCTIC P8 PST,,80,,"[200,3000]",23.4,,TRUE
Silverstone Air Slimmer,18.98,90,Black,"[500,2500]",,,TRUE
be quiet! Silent Wings 4,19.89,120,Black,,48.7,18.9,FALSE
Corsair SP120 Quiet 2-Pack,,120,Black,,37.85,23,FALSE
Cooler Master MasterFan Pro Air Pressure,19.98,140,Black,"[650,1550]",46.2,,TRUE
Cougar Vortex,16.98,120,Orange,,60.4,17.7,FALSE
Deepcool XFAN,,120,White,,65.16,26,FALSE
Xilence Performance C,,120,Black / Red,,57.9,28,TRUE
EK Furious Vardar EVO,,120,Black,,107,42,TRUE
Mars Gaming MFRGBKIT 3-Pack,,120,Black,,45.2,18,FALSE
Cooler Master MasterFan SF120R,,120,Black,"[650,2000]",59,,TRUE
Iceberg Thermal IceGALE,11.99,80,Black / White,"[800,2000]",29,,TRUE
Thermaltake CT140 ARGB Sync 2-Pack,43.11,140,White,"[500,1500]",77.37,30.5,TRUE
Thermaltake CT140 ARGB Sync 2-Pack,44.98,140,Black,"[500,1500]",77.37,30.5,TRUE
Fractal Design Aspect 14,24.99,140,White,,41,19.5,FALSE
Vantec Tornado,,80,Black,,84.1,55.2,FALSE
Corsair ML120 PRO,,120,Black / White,"[400,1600]",47.3,25,TRUE
Azza Hurricane III Digital,18.98,120,White,"[1000,1800]",49.1,26.29,TRUE
Thermaltake Riing,12.99,120,Black / Green,"[1000,1500]",40.6,,FALSE
Corsair AF120 Performance 2-Pack,,120,Black,,63.47,30,FALSE
NZXT Aer RGB 3-Pack,,140,Black,"[500,1500]",,,TRUE
BitFenix Spectre Pro,,230,Black / White,,156.72,25.6,FALSE
Anidees AI AUREOLA 3-Pack,,120,Black,,35.2,24.7,FALSE
Alpenföhn Wing Boost 3 ARGB 3-Pack,,120,White,"[700,2200]",77.9,36.8,TRUE
ARCTIC P12,9.99,120,Black / Transparent,"[200,1800]",56.3,22.5,TRUE
Thermaltake Pure A14,14.99,140,Black,"[500,1500]",,32,TRUE
be quiet! Shadow Wings 2,16.89,140,Black,,49.8,14.7,FALSE
be quiet! Silent Wings 4,19.89,140,Black,,51.3,13.6,FALSE
Scythe Kaze Flex ARGB,21.99,120,Black / White,"[300,1800]",,,TRUE
ID-COOLING TF-12025-ARGB,,120,Black / White,"[500,1500]",68.2,,TRUE
Silverstone AP,107.97,140,Black / White,"[500,1500]",,,TRUE
Thermaltake TOUGHFAN 14 Pro,34.98,140,Black,"[500,2000]",,,TRUE
Corsair AF120,,120,Purple,,52.19,25.2,FALSE
Thermalright TL-C12015,,120,Black,,59,26.1,TRUE
Fractal Design Silent R3,20.47,50,Black / White,,6.8,19,FALSE
Aerocool DS,10.99,140,Black / White,"[1100,1500]",,,FALSE
Fractal Design Dynamic X2 GP-14,,140,White / Black,,68.4,18.9,FALSE
ARCTIC F8 PWM PST 5-Pack,45.93,80,Black,"[300,2000]",31,,TRUE
Jonsbo ZG 3-Pack,,120,Black,"[500,1500]",,,TRUE
Apevia Cosmos 3-Pack,16.98,120,,,,24.7,FALSE
Fractal Design Prisma AL,54.49,180,White,"[300,1200]",,,TRUE
be quiet! Silent Wings 2,,120,Black,,50.5,16.5,TRUE
ID-COOLING XF-12025-ARGB (Single),,120,Black / White,"[700,1500]",62,,TRUE
Gelid Solutions Stella 5-Pack,,120,Black,"[500,1600]",70,35,TRUE
Antec True Quiet,9.99,120,Blue,"[600,1000]",,,FALSE
NoiseBlocker NB-ELOOP X ARGB,54.81,140,Black,,,,TRUE
be quiet! Shadow Wings 2,17.98,120,White / Black,,,15.7,FALSE
Iceberg Thermal IceGALE Silent 3-Pack,27.99,120,Black / Blue,,30,12.3,FALSE
Thermalright TL-B9,35.28,92,Gray,,54,23,TRUE
In Win Mercury AM120S 3-Pack,,120,Black / White,"[400,2000]",60.71,,TRUE
Fractal Design Dynamic X2 GP,,120,White / Black,,52.3,19.4,FALSE
ADATA Vento 3-Pack,27.99,120,Black / White,,45.3,23,FALSE
Silverstone Shark Force 120,27.21,120,Black,,,,TRUE
Fractal Design Dynamic GP-14,,140,Black / White,,68.4,18.89,FALSE
SilentiumPC Sigma Pro 140,,140,Black,"[500,1400]",78.6,,TRUE
Iceberg Thermal IceGALE ARGB 3-Pack,,120,Black / Teal,"[500,2200]",94,,TRUE
Corsair AF120,,120,Black,,52.19,25.2,FALSE
Enermax SquA RGB,19.98,120,White,"[300,1500]",,,TRUE
ID-COOLING ZF-12025 Pastel,,120,Blue,"[900,2000]",55.2,,TRUE
Fractal Design Venturi HF-12,,120,Black,,83.4,25.3,FALSE
NZXT Aer F 2-Pack,,120,Black,"[500,1500]",,,TRUE
NZXT FN V2,,120,Black / White,,45,21,FALSE
Corsair SP120 2-Pack,,120,Black / Purple,,57.24,26.4,FALSE
Lian Li Bora Lite 3-Pack,,120,Black,"[900,1500]",48.31,28.2,TRUE
Thermaltake CT140 2-Pack,32.38,140,White,"[500,1500]",77.37,,TRUE
Thermaltake CT120 ARGB Sync 2-Pack,34.99,120,White,"[500,2000]",57.05,25.8,TRUE
Scythe Kaze Flex RGB,15.95,92,Black,"[300,2300]",,,TRUE
Gelid Solutions Stella 5-Pack,,120,Black,"[500,1600]",70,35,TRUE
Gelid Solutions Stella Frost,8.99,120,White,"[500,1600]",70,35,TRUE
ARCTIC BioniX F140,,140,Black / Red,,104,25.3,FALSE
Thermaltake Riing,19.98,140,Black / White,"[1000,1400]",51.15,,FALSE
Noctua P12-1300,28.07,120,Brown,"[900,1300]",,,FALSE
Corsair SP140 2-Pack,,140,Black / Blue,,49.49,29.3,FALSE
ARCTIC F12,,120,White / Black,,53,22.5,TRUE
NZXT FN V2,,140,Black / White,,50,21,FALSE
Corsair SP120,,120,Black / Red,,57.24,26.4,FALSE
Corsair HD140 2-Pack,,140,Black / White,"[600,1350]",74,,TRUE
Deepcool RF,,140,Black,"[5000,1200]",64.13,,TRUE
ARCTIC F12 TC,12.83,120,White / Black,,53,,FALSE
Silverstone Air Penetrator,44.69,180,Black,"[700,1200]",,,FALSE
Cooler Master MasterFan SF120M ARGB,33.19,120,Black,"[650,2000]",,,TRUE
Silverstone Shark Force,,120,Black,,,,TRUE
Antec True Quiet,9.99,120,Red,"[600,1000]",,,FALSE
ARCTIC P PST 3-Pack,,140,Black / Transparent,,68.9,,TRUE
Corsair AF120,,120,White,,52.19,25.2,FALSE
Thermaltake Riing,13.49,140,Black / Red,"[1000,1400]",51.15,,FALSE
ARCTIC F,9.99,120,Black,"[230,1350]",53,,TRUE
Aerocool DS,14.99,140,Black / Blue,"[1100,1500]",,,FALSE
Cooler Master MasterFan MF Prismatic,28.28,120,Black / White,"[650,2000]",55,,TRUE
Thermaltake Pure A12,18.98,120,Black,"[500,1500]",,,TRUE
Apevia CF12S-BK,7.99,120,Black,,57.67,24.7,FALSE
Thermaltake Riing 3-Pack,,140,Black,"[500,1400]",73.91,29.4,TRUE
Cooler Master R4-S2S-124K-GP 4-Pack,,120,Black,,44.73,19.1,FALSE
Delta Electronics AFB1212HHE-F00,,120,Black,,120.07,44,FALSE
Fractal Design Silent R2,,140,Black / White,,66,18.5,FALSE
Corsair SP120 2-Pack,,120,Black / Red,,57.24,26.4,FALSE
Phanteks F140MP,,140,Black,"[500,1600]",68.09,25.3,TRUE
NZXT Aer RGB 3-Pack,,120,Black,"[500,1500]",,,TRUE
NZXT Aer F,,140,Black,"[500,1500]",,,TRUE
Azza Hurricane 6-Pack,,120,Black,"[800,1800]",56.12,29.8,TRUE
ARCTIC BioniX P140,,140,White / Gray,"[200,1950]",77.6,,TRUE
darkFlash CF8 Pro 3-Pack,,120,Transparent,,,,FALSE
Scythe Kaze Flex,,140,Black / White,"[300,1800]",,,TRUE
ID-COOLING XF-12025-SD-W,,120,Black / White,"[700,1800]",74.5,,TRUE
Bitspower Notos,19.98,120,Black / White,"[800,1800]",,,TRUE
Corsair ML Elite,32.27,120,Black,"[450,2000]",,,TRUE
ARCTIC P PST 3-Pack,,140,Black / Transparent,,68.9,,TRUE
Corsair ML140 LED ELITE Red Premium,28.45,140,White,"[400,1600]",,,TRUE
Iceberg Thermal IceGALE,13.99,120,Black / White,"[500,1850]",76,,TRUE
Scythe Kaze Flex,17.84,120,Black,,79.76,35.8,FALSE
Corsair SP140,19.98,140,Black / Red,,49.49,29.3,FALSE
Cooler Master SickleFlow,,120,Translucent Gray,,69.69,19,FALSE
ARCTIC F12,,120,White / Black,,74,,FALSE
Noctua S12B FLX,,120,Brown,"[600,1200]",,,FALSE
Phanteks F140SP,,140,Black / White,,82.1,19,FALSE
VIVO FAN-V120B,,120,Blue,,43.2,19.8,FALSE
NZXT Aer RGB,,120,Black,"[500,1500]",,,TRUE
Nanoxia Deep Silence,,140,Black / Green,"[800,1100]",,,FALSE
Cougar VORTEX SPB,,120,Black,"[600,1500]",43.54,26,TRUE
Iceberg Thermal IceGALE,14.99,140,Teal / White,"[500,1600]",96,,TRUE
Iceberg Thermal IceGALE Xtra,,140,Black / White,"[500,2500]",169,,TRUE
Vetroo ARGB120,,120,Black,,48.1,,TRUE
Thermalright TL-RS12 ARGB,,120,Black / Gray,"[400,1500]",,,TRUE
Antec Storm T3,,120,Black,"[600,2200]",,36.99,TRUE
Noctua R8 PWM,19.99,80,Brown,"[300,1800]",,,FALSE
ARCTIC F9 TC,,92,White / Black,,43,,FALSE
Apevia APEVIA CO312L-WH Cosmos 120mm White LED Ultra Silent ,16.98,120,,,,24.7,FALSE
ARCTIC P14,12.65,140,White / Translucent White,"[200,1700]",72.8,22.5,TRUE
Silverstone Air Penetrator,28.58,180,Black,"[700,1200]",,,FALSE
Xigmatek XLF,,140,Black,,63.5,16,FALSE
NZXT FX,11.95,140,Black / White,"[800,2000]",,,TRUE
Thermaltake Blue-Eye,11.9,80,Transparent,"[1300,2500]",32.92,,FALSE
Silverstone Air Slimmer,25.92,90,Black,"[500,2500]",,,TRUE
Corsair AF140 Quiet,71.2,140,Black,,66.4,25.5,FALSE
Logisys CF120GN,7.29,120,Transparent,"[1800,2000]",69.15,39.29,FALSE
EVGA 400-HY-FX12-KR,,120,Black,"[500,2400]",74.81,,TRUE
Rosewill RGBF-S12001 3-Pack,102,120,Black,"[800,1800]",41.2,27.8,TRUE
ID-COOLING WF-12025-SD-K,,120,Black,,60,27.5,FALSE
Gelid Solutions Stella Frost Daisy Chain 3-Pack,,120,White,"[500,1600]",70,35,TRUE
Rosewill RAWP-141411,14.99,140,Brown / Black,"[900,1200]",,,FALSE
ARCTIC F14 PST,49.99,140,Black / White,,74,,TRUE
ID-COOLING DF-12025 3-Pack,,120,Black / White,"[900,2000]",56.5,,TRUE
Antec True Quiet,,120,Green,"[600,1000]",,,FALSE
be quiet! Silent Wings 2,,120,Black,,50.5,15.7,FALSE
Thermaltake Riing,14.99,140,Black / Yellow,"[1000,1400]",51.15,,FALSE
Cooler Master MasterFan Pro Air Balance 3-Pack,,120,Black,,42.7,20,TRUE
Lian Li Bora 3-Pack,,120,Black / White,"[800,2050]",57.2,,TRUE
Cooler Master MasterFan MF140R,,140,Black,"[650,1500]",90,33.5,TRUE
Alpenföhn Wing Boost 3 ARGB,,120,Black,"[700,1600]",54.5,23.5,TRUE
Apevia FrostBlade 4-Pack,,120,Black,,57.67,24.7,FALSE
GAMDIAS AEOLus M1,,120,Black,,45.2,31,FALSE
ID-COOLING NO-12015-XT,,120,Black,"[500,2000]",54.6,,TRUE
Thermaltake Pure A14,14.99,140,Black,"[500,1500]",,32,TRUE
ID-COOLING DF-12025-ARGB,,120,Black,"[900,2000]",56.5,,TRUE
ID-COOLING TF-9215,,92,Black / White,"[800,2800]",46,,TRUE
Corsair ML Elite,26.62,120,White,"[450,2000]",,,TRUE
Gelid Solutions Gale Extreme,,120,Black,"[500,6000]",195,60,TRUE
Gelid Solutions Silent 14 PWM,10,140,Black,"[750,1500]",78.5,20,TRUE
ARCTIC P14 Silent,22.01,140,Black,,29.8,20,FALSE
BitFenix Spectre Pro,14.9,120,Black / White,,56.22,18.9,FALSE
Scythe Kaze Flex Slim RGB,15.95,92,Black,"[300,2500]",,,TRUE
Nexus D12SL-12WL,7.39,120,Clear,,36.86,18,FALSE
Thermaltake Riing,17.39,120,Black / Orange,"[1000,1500]",40.6,,FALSE
Thermaltake Riing Plus TT Premium Edition,23.72,120,Black,"[500,1400]",,24.7,TRUE
Noctua B9 redux-1600,13.95,92,Black / Gray,"[350,1600]",37.85,17.6,FALSE
Thermaltake Riing,14.25,140,Black / Blue,"[1000,1400]",51.15,,FALSE
In Win Sirius Extreme Pure ASE120P 3-Pack,60.78,120,White,"[400,1500]",54,,TRUE
Corsair AF120 Quiet,75.63,120,Black,,39.88,21,FALSE
NZXT Air Flow,,140,Clear,,83.6,24.5,FALSE
NoiseBlocker BlackSilentPro P-3,,140,Black,,90.05,,FALSE
BitFenix Spectre Pro,,120,Black,,56.22,18.89,FALSE
Corsair AF140 Quiet,92.31,140,Black,,66.4,25.5,FALSE
Corsair AF120 Quiet 2-Pack,,120,Black,,39.88,21,FALSE
Cooler Master Megaflow,,200,Black,,110,19,FALSE
Gelid Solutions Silent 7,,70,Black,,19.8,21.8,FALSE
Corsair SP120,,120,Black / Purple,,57.24,26.4,FALSE
Cooler Master XtraFlo,,120,Black / Red,"[800,2200]",,,TRUE
Cooler Master MasterFan Pro Air Flow,,140,Black,"[500,800]",53,,TRUE
Raidmax NV-R120TP,,120,White,"[500,2000]",,,TRUE
ARCTIC F12 PST,,120,Black / White,,53,,TRUE
EK Vardar EVO 120ER 2-Pack,,120,Black / White,"[500,2200]",77,33.5,TRUE
GameMax Mirage White Fins,,120,Black / White,,36,25,FALSE
ARCTIC F8 TC,7.93,80,White / Black,,31,,FALSE
NoiseBlocker NB-ELOOP X ARGB,31.83,120,White,,,,TRUE
Iceberg Thermal IceGALE,11.99,80,Gray / White,"[800,2000]",29,,TRUE
Vetroo ARGB120,,120,White,,48.1,,TRUE
ID-COOLING NO-9225-XT-ARGB,,92,Black / White,"[600,2200]",45.8,,TRUE
Thermalright TL-R12,,120,Black / Gray,"[400,1500]",,,TRUE
Thermalright TL-C12W-S V3 X3 3-Pack,,120,White,,66.17,25.6,TRUE
Thermalright TL-B9,34.85,92,White,,54,23,TRUE
Thermalright TL-B14W EXTREM,42.87,140,White,,110.4,31.4,TRUE
BitFenix Spectre Pro,,140,White,"[500,1800]",122.2,29.2,TRUE
Cooler Master MasterFan Pro Air Flow,44.98,120,Black,"[650,1100]",48.8,,TRUE
ARCTIC BioniX F140,15.83,140,Black / Yellow,,104,25.3,FALSE
Aerocool Aluminum-Quadro,11.24,80,Silver,,21.5,20.3,FALSE
Fractal Design Dynamic GP-12,,140,Black,,68.4,18.89,FALSE
Thermaltake Pure A14,,140,Black,"[500,1500]",,32,TRUE
Corsair ML140 LED ELITE Blue Premium,18.98,140,White,"[400,1600]",,,TRUE
Gelid Solutions FN-SX05-40,,50,White,,21.94,23,FALSE
StarTech FAN8025PWM,8.22,80,Black,"[800,2500]",,,FALSE
Akasa Viper,,140,Black / Yellow,"[600,1600]",110.61,,TRUE
Corsair SP120 2-Pack,,120,Black / Green,,57.24,26.4,FALSE
Gelid Solutions Slim,,120,Black,"[900,1600]",,,FALSE
StarTech FAN8X25TX3L,6.89,80,Black,,26.6,27,FALSE
Akasa Viper,,120,Black / Yellow,"[600,1900]",83.63,,TRUE
Aerocool DS,12.99,120,Black / Red,"[1100,1500]",,,FALSE
Phanteks F120MP,,120,Black,"[500,1800]",53.3,25,TRUE
NoiseBlocker ELoop B,50.31,140,Black / White,"[300,1200]",83.92,24.28,TRUE
ARCTIC P8 PST CO,,80,Black,"[200,3000]",23.4,,TRUE
In Win Saturn ASN120 3-Pack,42.75,120,White / Black,"[500,1800]",,,TRUE
Apevia APEVIA CO312L-GN Cosmos 120mm Green LED Ultra Silent ,16.98,120,,,,24.7,FALSE
Thermaltake Pure A14,14.99,140,Black,"[500,1500]",,32,TRUE
Scythe Gentle Typhoon,,120,Gray,,57.68,28,FALSE
Corsair SP120 Quiet 2-Pack,,120,Black,,37.85,23,TRUE
Corsair AF140,,140,Black,,66.4,25.5,FALSE
Aerocool DS,12.98,120,Black / Blue,"[1100,1500]",,,FALSE
Phanteks F140MP,,140,Black / White,"[500,1600]",68.09,,TRUE
Silverstone FW,15.44,92,Blue / White,"[1500,2800]",,,TRUE
In Win Sirius Loop ASL,,120,Black,"[500,1800]",50,27,TRUE
GameMax Eclipse RGB,,120,Black / White,,43.2,25.88,FALSE
GameMax Storm Force RGB,,120,Black / White,,41.4,21,FALSE
Apevia 412L-RGB Spectra 4-Pack,,120,Black,,57.67,24.7,FALSE
EK Vardar X3M 120ER,,120,Black,,,,TRUE
ID-COOLING NO-9215-XT ARGB,,92,Black / White,"[800,2500]",44.3,,TRUE
Thermalright TL-B14B EXTREM,,140,Black,,110.4,31.4,TRUE
Corsair ML140 LED ELITE Blue Premium,28.08,140,Black,"[400,1600]",,,TRUE
Thermaltake CT140 2-Pack,29.99,140,Black,"[500,1500]",77.37,,TRUE
SilenX Ixtrema Pro,24.95,120,Black,,90,18,FALSE
NoiseBlocker BlackSilentPro P-2,18.11,40,Black,,5.3,18,FALSE
Zalman SF120,15.99,120,Silver / Black,"[800,1500]",54,28,TRUE
Thermaltake SWAFAN GT14,34.99,140,Black,"[500,2000]",,,TRUE
Apevia CF4S-BK,7.49,80,Black,,25.64,22.05,FALSE
BitFenix Spectre,,120,White,,43.5,20,FALSE
Cooler Master SickleFlow,,120,Translucent Gray,,69.69,19,FALSE
Fractal Design Prisma AL,,140,White / Black,,63.33,19.4,FALSE
Aerocool Shark,17.98,120,Red,"[800,1500]",,,FALSE
Vantec Stealth,8.8,120,Black,,53,28,FALSE
NoiseBlocker ELoop B,29.95,120,White,,71.33,27,FALSE
Gelid Solutions Silent,,40,Black,,4.5,18.89,FALSE
BitFenix Spectre,,120,Black,,43.5,20,FALSE
Fractal Design Venturi HP-14,41.69,140,Black,,78.09,30.1,TRUE
ARCTIC BioniX F120,16.37,120,Black / Yellow,"[200,1800]",69,24.4,TRUE
Enermax T.B. Silence Adv,21.6,120,Black,"[300,1500]",63.89,,TRUE
Aerocool Dark Force,,140,Black,,48,22,FALSE
Fractal Design Prisma AL 3-Pack,87.99,140,White / Black,,63.33,19.4,FALSE
BitFenix Spectre,,200,Black,,47.4,20,FALSE
Enermax T.B. Silence,,120,Translucent Gray,,42.13,11,FALSE
Zalman F3,,120,Black,"[900,1800]",,,FALSE
NZXT FN,,140,White,,62.5,26.52,FALSE
Cooler Master Megaflow,,200,Clear,,110,19,FALSE
Zalman F3,,120,Transparent,"[1000,1800]",,,FALSE
Corsair SP120 High Performance Edition,,120,Black,,62.74,35,TRUE
be quiet! Silent Wings 2,,92,Black,,,17.4,TRUE
Thermaltake DuraMax,,120,Black,,78,36,FALSE
Enermax T.B. Apollish,,180,Black / Blue,"[600,1200]",,,FALSE
SHARKOON Shark Blade,,120,Black / Blue,,33,19,FALSE
be quiet! Silent Wings 2,,140,Black,,60.4,16.4,TRUE
Zalman F3,,120,Black / Clear,,,,FALSE
Fractal Design Silent R2,,140,Black,,66,18.5,FALSE
Xilence Performance C,,80,Black / Red,,32.1,22,TRUE
Anidees AI Halo,,120,Black,,39.7,24.7,FALSE
ARCTIC BioniX F120,,120,Black / Red,"[200,1800]",69,24.4,TRUE
Thermaltake Riing Plus,34.47,200,Black,"[500,1000]",117.96,29.2,TRUE
Deepcool CF,,140,Black,"[500,1200]",64.13,,TRUE
Cooler Master MasterFan SF120R,,120,Black,"[650,2000]",59,,TRUE
CRYORIG QF120 Silent,,120,Black / White,"[200,1000]",44,,TRUE
Bitspower Touchaqua NJORD RGB 3-Pack,,120,Black / White,"[800,2000]",70,29,TRUE
darkFlash CF8 Pro 5-Pack,,120,Transparent,,,,FALSE
ID-COOLING DF-12025 3-Pack,,120,Black / White,"[900,2000]",56.5,,TRUE
ADATA Vento,8.99,120,Black,,45.3,23,FALSE
Vetroo ARGB120,,120,Pink,,48.1,,TRUE
ID-COOLING ZF-12025-ARGB-TRIO-SNOW 3-Pack,,120,White,"[500,1600]",50.5,,TRUE
ID-COOLING WF-12025-XT-G,,120,Black,"[600,2200]",71.2,,TRUE
Scythe Kaze Flex II,15.95,120,Black,"[300,1200]",,,TRUE
Thermalright TL-9015,,92,Black,,42.58,22.4,TRUE
Evercool FAN-EC4010M12CA,6.45,40,Black,,6.24,21,FALSE
Evercool FAN-EC1425L12EA,7,140,Black,,68.23,22.1,FALSE
ARCTIC F14 TC,12,140,Black / White,"[400,1350]",74,,FALSE
ARCTIC P8 Silent,25.21,80,Black,,15.6,,FALSE
MagniumGear Skiron,17.64,120,Black / White,,50,29,TRUE
Evercool EC8038HH12BP,13.49,80,Black,"[2000,6500]",37.1,,FALSE
Corsair AF120,83.52,120,Black,,52.19,25.2,FALSE
Akasa Soho AR,35.72,120,Black,"[500,2000]",52.91,,TRUE
Vantec Stealth,5.99,80,Black,,27,21,FALSE
ARCTIC F8 Pro,,80,White / Black,,33,,FALSE
Thermaltake Pure,,120,Black,,40.99,19.5,FALSE
Thermaltake Luna,,120,Black / Red,,50.44,20.7,FALSE
Thermaltake Riing,,120,Black,"[1000,1500]",40.6,26.4,TRUE
CRYORIG QF Performance,,140,White / Black,"[600,1850]",128,,TRUE
Corsair AF140 (2018),19.99,140,Black / White,,62,26,FALSE
Cougar VORTEX VK120,17.98,120,Black,"[600,1500]",48.98,29.8,TRUE
Phanteks F140SP,28.98,140,Black / White,,82.1,19,FALSE
Phanteks F140SP,22.99,140,Black / White,,82.1,19,FALSE
LEPA LP-BOL12P-BL,,120,Black,"[600,1600]",81.45,,TRUE
Thermaltake Pure S,44,120,Black,,38.89,17.78,FALSE
Corsair HD120,,120,Black / White,"[800,1725]",54.4,,TRUE
Apevia C,9.99,120,Black / White,,57.67,24.7,FALSE
Aerocool TURBINE 3000,9.33,120,Blue,,37.44,19.66,FALSE
be quiet! Shadow Wings 2,18.89,140,White / Black,,,14.7,FALSE
Corsair ML Elite,25.48,120,White,"[450,2000]",,,TRUE
Fractal Design Prisma AL,,180,Black,"[300,1200]",,,TRUE
ARCTIC P PST,,140,Black / Transparent,,68.9,,TRUE
SeaSonic MAGFLOW,40.98,120,Black,"[600,2000]",63.33,,TRUE
Cooler Master R4-L2S-122B-GP 2-Pack,,120,Clear,,39.77,19.3,FALSE
Aerocool Shark,,140,Red,"[800,1500]",,,FALSE
Enermax T.B. Silence,,120,Clear,"[500,1500]",,8,TRUE
Silverstone Air Penetrator,,120,Black,,42.58,19.7,FALSE
NZXT FX,,140,White,,,,FALSE
NoiseBlocker ELoop B,,120,White,,51.14,17,FALSE
Cooler Master R4-S4S-10AK-GP,,140,Black,,60.9,16,FALSE
NZXT FZ,,120,Clear,,59.1,26.8,FALSE
Kingwin CFY-012LB,8.99,120,Transparent,,40,19,FALSE
Corsair AF120 Quiet,,120,Black / Red,,52.19,25.2,FALSE
BitFenix Spectre Pro All White,,200,White,,148.72,27.5,FALSE
Nanoxia Deep Silence,,120,Black / Green,"[650,1400]",67.3,16.89,TRUE
Silverstone FQ,33.99,120,White / Blue,,67.5,24,TRUE
Phanteks F120SP,15.99,120,Black / White,,54.4,24.2,FALSE
Thermaltake Riing,12.99,120,Black / Yellow,"[1000,1500]",40.6,,FALSE
EK Vardar F4-120ER,,120,Black,,77,33.5,TRUE
ARCTIC F Silent,,120,White / Black,,37,,FALSE
EK Furious Vardar FF4,,140,Black,,144,48.4,TRUE
ARCTIC F9 PST 5-Pack,,92,Black / White,"[550,1800]",43,,TRUE
Rosewill RFA-BL1201,,120,Black,,35.2,26.8,TRUE
ID-COOLING TF-12025-ARGB-SNOW,,120,White,"[500,1500]",68.2,,TRUE
ID-COOLING DF-12025-RGB-TRIO 3-Pack,,120,Black,"[900,2000]",56.5,,TRUE
Azza Hurricane II Digital,,120,White,"[1000,1800]",43.06,29,TRUE
Corsair AF140 (2018),,140,Black / White,,62,26,FALSE
ARCTIC F12 CO,12.24,120,Black,"[600,1350]",74,,TRUE
Geometric Future Squama 2501 3-Pack,39.9,120,Black,,80.81,34.2,TRUE
Apevia CF12SL-UGN,7.99,120,Green,,63.85,29.67,FALSE
Aerocool Shark,14.99,140,White,"[800,1500]",,,FALSE
Scythe Kaze Flex,13.95,92,Black,"[300,2300]",,,TRUE
Gelid Solutions Silent Pro 14 PWM,,140,Black / White,"[450,1500]",,27.8,TRUE
Corsair AF140L,,140,Black / Gray,,67.43,,FALSE
Fractal Design Dynamic X2,21.43,140,White / Black,"[500,1700]",,33.7,TRUE
Iceberg Thermal IceGALE,14.99,140,Black / White,"[500,1600]",96,,TRUE
Geometric Future Squama 2505 3-Pack,49.9,120,Yellow / Black,,91.3,35.06,TRUE
Scythe Slipstream,24.99,120,Black,"[200,1300]",,,TRUE
Phanteks F200SP,,200,Black,,110.1,25,FALSE
NoiseBlocker ELoop B,34.49,140,Black,,83.93,24,TRUE
RAIJINTEK Iris,8.99,120,,"[800,1800]",42.17,26.5,TRUE
Fractal Design Prisma SL,14.99,120,Black / White,,50.63,19.5,FALSE
Prolimatech Vortex,24.97,120,Clear,"[1200,1600]",72.67,29.1,FALSE
Prolimatech Vortex,19.98,140,Clear,,87,18.1,FALSE
SilenX Effizio,15.68,120,Clear,,74,15,FALSE
NoiseBlocker ELoop B,33.1,140,Black / White,,104.93,28.5,FALSE
Apevia C 3-Pack,17.95,120,Black / Red,,57.67,24.7,FALSE
Enermax D.F. Storm,25.99,120,Black,"[1500,3500]",,,TRUE
Phanteks F120SP,19.98,120,Black,,54.4,24.2,FALSE
Cougar VORTEX SPB 3-Pack,,120,Black,"[600,1500]",43.54,26,TRUE
Silverstone FW,19.28,120,Black / Transparent,"[800,2000]",,,TRUE
NZXT Air Flow,,140,White,,83.6,24.5,FALSE
Cougar Vortex,,140,Orange,,64.5,17.9,FALSE
